Location,Date,Round,player,opponent,player_rank,opponent_rank,player_hand,player_ht,player_nationality,player_age,opponent_hand,opponent_ht,opponent_nationality,opponent_age,win
montreal,01/01/2016,Quarterfinals,Raonic M.,Monfils G.,319.0986460348162,107.9327731092437,R,196.0,CAN,34.0,R,193.0,FRA,38.0,0
montreal,01/01/2016,Round of 16,Stepanek R.,Djokovic N.,170.41681574239715,69.33943661971831,R,185.0,CZE,46.0,R,188.0,SRB,37.0,0
montreal,01/01/2016,Round of 16,Sock J.,Wawrinka S.,246.1548556430446,132.31506849315068,R,191.0,USA,32.0,R,183.0,SUI,39.0,0
montreal,01/01/2016,Round of 16,Ram R.,Nishikori K.,273.93333333333334,173.07433628318583,R,193.0,USA,40.0,R,178.0,JPN,35.0,0
montreal,01/01/2016,Round of 16,Donaldson J.,Raonic M.,399.2297872340425,319.0986460348162,R,188.0,USA,28.0,R,196.0,CAN,34.0,0
montreal,01/01/2016,Round of 16,Harrison R.,Berdych T.,281.28601252609604,104.22738693467336,R,185.0,USA,32.0,R,196.0,CZE,39.0,0
montreal,01/01/2016,Round of 16,Goffin D.,Monfils G.,177.28893905191873,107.9327731092437,R,180.0,BEL,34.0,R,193.0,FRA,38.0,0
montreal,01/01/2016,Round of 16,Tomic B.,Anderson K.,209.8707627118644,261.9723837209302,R,196.0,AUS,32.0,R,203.0,RSA,38.0,0
montreal,01/01/2016,Round of 16,Karlovic I.,Dimitrov G.,205.478515625,194.00207468879668,R,211.0,CRO,45.0,R,191.0,BUL,33.0,0
montreal,01/01/2016,Round of 32,Muller G.,Djokovic N.,177.7106184364061,69.33943661971831,L,193.0,LUX,41.0,R,188.0,SRB,37.0,0
montreal,01/01/2016,Round of 32,Youzhny M.,Wawrinka S.,117.95169578622816,132.31506849315068,R,183.0,RUS,42.0,R,183.0,SUI,39.0,0
montreal,01/01/2016,Round of 32,Novikov D.,Nishikori K.,578.773413897281,173.07433628318583,R,193.0,USA,31.0,R,178.0,JPN,35.0,0
montreal,01/01/2016,Round of 32,Lu Y.,Raonic M.,131.63222632226322,319.0986460348162,R,180.0,TPE,41.0,R,196.0,CAN,34.0,0
montreal,01/01/2016,Round of 32,Coric B.,Berdych T.,403.8609022556391,104.22738693467336,R,185.0,CRO,28.0,R,196.0,CZE,39.0,0
montreal,01/01/2016,Round of 32,Thiem D.,Anderson K.,314.8264705882353,261.9723837209302,R,185.0,AUT,31.0,R,203.0,RSA,38.0,0
montreal,01/01/2016,Round of 32,Querrey S.,Goffin D.,203.1448170731708,177.28893905191873,R,198.0,USA,37.0,R,180.0,BEL,34.0,0
montreal,01/01/2016,Round of 32,Cilic M.,Karlovic I.,207.7559171597633,205.478515625,R,198.0,CRO,36.0,R,211.0,CRO,45.0,0
montreal,01/01/2016,Round of 32,Isner J.,Harrison R.,191.4717607973422,281.28601252609604,R,208.0,USA,39.0,R,185.0,USA,32.0,0
montreal,01/01/2016,Round of 32,Pospisil V.,Monfils G.,413.24177949709866,107.9327731092437,R,193.0,CAN,34.0,R,193.0,FRA,38.0,0
montreal,01/01/2016,Round of 32,Pouille L.,Ram R.,323.8456140350877,273.93333333333334,R,185.0,FRA,30.0,R,193.0,USA,40.0,0
montreal,01/01/2016,Round of 32,Young D.,Sock J.,241.04892966360856,246.1548556430446,L,183.0,USA,35.0,R,191.0,USA,32.0,0
montreal,01/01/2016,Round of 32,Shapovalov D.,Dimitrov G.,584.0092592592592,194.00207468879668,L,183.0,CAN,25.0,R,191.0,BUL,33.0,0
montreal,01/01/2016,Round of 32,Fognini F.,Donaldson J.,180.77089337175792,399.2297872340425,R,178.0,ITA,37.0,R,188.0,USA,28.0,0
montreal,01/01/2016,Round of 32,Polansky P.,Stepanek R.,450.9204892966361,170.41681574239715,R,183.0,CAN,36.0,R,185.0,CZE,46.0,0
montreal,01/01/2016,Round of 64,Sela D.,Isner J.,204.7975,191.4717607973422,R,175.0,ISR,39.0,R,208.0,USA,39.0,0
montreal,01/01/2016,Round of 64,Sousa J.,Monfils G.,291.1476377952756,107.9327731092437,R,185.0,POR,35.0,R,193.0,FRA,38.0,0
montreal,01/01/2016,Round of 64,Kyrgios N.,Shapovalov D.,247.3931297709924,584.0092592592592,R,193.0,AUS,29.0,L,183.0,CAN,25.0,0
montreal,01/01/2016,Round of 64,Gonzalez A.,Tomic B.,457.1837748344371,209.8707627118644,R,191.0,COL,35.0,R,196.0,AUS,32.0,0
montreal,01/01/2016,Round of 64,Paire B.,Stepanek R.,211.52905811623248,170.41681574239715,R,196.0,FRA,35.0,R,185.0,CZE,46.0,0
montreal,01/01/2016,Round of 64,Johnson S.,Fognini F.,553.3353783231083,180.77089337175792,R,188.0,USA,35.0,R,178.0,ITA,37.0,0
montreal,01/01/2016,Round of 64,Kudla D.,Sock J.,378.8279069767442,246.1548556430446,R,180.0,USA,32.0,R,191.0,USA,32.0,0
montreal,01/01/2016,Round of 64,Troicki V.,Anderson K.,221.22752808988764,261.9723837209302,R,193.0,SRB,38.0,R,203.0,RSA,38.0,0
montreal,01/01/2016,Round of 64,Dodig I.,Coric B.,350.4793152639087,403.8609022556391,R,183.0,CRO,39.0,R,185.0,CRO,28.0,0
montreal,01/01/2016,Round of 64,Sugita Y.,Dimitrov G.,364.1418918918919,194.00207468879668,R,175.0,JPN,36.0,R,191.0,BUL,33.0,0
montreal,01/01/2016,Round of 64,Millman J.,Donaldson J.,447.4524271844661,399.2297872340425,R,183.0,AUS,35.0,R,188.0,USA,28.0,0
montreal,01/01/2016,Round of 64,Kuznetsov A.,Harrison R.,217.70337078651684,281.28601252609604,R,185.0,RUS,33.0,R,185.0,USA,32.0,0
montreal,01/01/2016,Round of 64,Fritz T.,Karlovic I.,522.7215909090909,205.478515625,R,193.0,USA,27.0,R,211.0,CRO,45.0,0
montreal,01/01/2016,Round of 64,Zverev A.,Lu Y.,347.15983606557376,131.63222632226322,R,198.0,GER,27.0,R,180.0,TPE,41.0,0
montreal,01/01/2016,Round of 64,Tursunov D.,Muller G.,254.3504273504273,177.7106184364061,R,185.0,RUS,42.0,L,193.0,LUX,41.0,0
montreal,01/01/2016,Round of 64,Delbonis F.,Novikov D.,314.9251968503937,578.773413897281,L,191.0,ARG,34.0,R,193.0,USA,31.0,0
montreal,01/01/2016,Round of 64,Smyczek T.,Polansky P.,377.1347962382445,450.9204892966361,R,175.0,USA,37.0,R,183.0,CAN,36.0,0
montreal,01/01/2016,Round of 64,Chardy J.,Pospisil V.,192.85496183206104,413.24177949709866,R,188.0,FRA,37.0,R,193.0,CAN,34.0,0
montreal,01/01/2016,Round of 64,Dancevic F.,Querrey S.,310.4832369942197,203.1448170731708,R,185.0,CAN,40.0,R,198.0,USA,37.0,0
montreal,01/01/2016,Round of 64,Gulbis E.,Ram R.,216.72796352583583,273.93333333333334,R,193.0,LAT,36.0,R,193.0,USA,40.0,0
montreal,01/01/2016,Round of 64,Dolgopolov A.,Young D.,185.0,241.04892966360856,R,180.0,UKR,36.0,L,183.0,USA,35.0,0
montreal,01/01/2016,Round of 64,Robert S.,Youzhny M.,265.46666666666664,117.95169578622816,R,185.0,FRA,44.0,R,183.0,RUS,42.0,0
montreal,01/01/2016,2nd Round Qualifying,Myneni S.,Stepanek R.,340.02867383512546,170.41681574239715,R,193.0,IND,37.0,R,185.0,CZE,46.0,0
montreal,01/01/2016,2nd Round Qualifying,McGee J.,Smyczek T.,491.356,377.1347962382445,R,183.0,IRL,37.0,R,175.0,USA,37.0,0
montreal,01/01/2016,2nd Round Qualifying,Duckworth J.,Novikov D.,458.9882903981265,578.773413897281,R,183.0,AUS,32.0,R,193.0,USA,31.0,0
montreal,01/01/2016,2nd Round Qualifying,Zverev M.,Harrison R.,322.8963254593176,281.28601252609604,L,191.0,GER,37.0,R,185.0,USA,32.0,0
montreal,01/01/2016,2nd Round Qualifying,Weintraub A.,Donaldson J.,438.1197411003236,399.2297872340425,R,188.0,ISR,38.0,R,188.0,USA,28.0,0
montreal,01/01/2016,2nd Round Qualifying,Bester P.,Gonzalez A.,536.2541528239203,457.1837748344371,R,188.0,CAN,36.0,R,191.0,COL,35.0,0
montreal,01/01/2016,1st Round Qualifying,Schnur B.,Stepanek R.,629.8341013824885,170.41681574239715,R,193.0,CAN,29.0,R,185.0,CZE,46.0,0
montreal,01/01/2016,1st Round Qualifying,Falla A.,Novikov D.,288.5053003533569,578.773413897281,L,185.0,COL,41.0,R,193.0,USA,31.0,0
montreal,01/01/2016,1st Round Qualifying,Mmoh M.,Krajicek A.,547.4176470588235,525.4041237113402,R,185.0,USA,26.0,L,188.0,USA,34.0,0
montreal,01/01/2016,1st Round Qualifying,Millot V.,Weintraub A.,418.5497702909648,438.1197411003236,L,173.0,FRA,38.0,R,188.0,ISR,38.0,0
montreal,01/01/2016,1st Round Qualifying,Martin F.,Myneni S.,658.21335504886,340.02867383512546,R,198.0,FRA,38.0,R,193.0,IND,37.0,0
montreal,01/01/2016,1st Round Qualifying,Groth S.,McGee J.,362.02023608768974,491.356,R,193.0,AUS,37.0,R,183.0,IRL,37.0,0
montreal,01/01/2016,1st Round Qualifying,Barry S.,Harrison R.,538.2545454545455,281.28601252609604,R,191.0,IRL,32.0,R,185.0,USA,32.0,0
montreal,01/01/2016,1st Round Qualifying,Sigouin B.,Gonzalez A.,955.7678571428572,457.1837748344371,R,193.0,CAN,25.0,R,191.0,COL,35.0,0
montreal,01/01/2016,1st Round Qualifying,Auger-Aliassime F.,Duckworth J.,642.288,458.9882903981265,R,188.0,CAN,24.0,R,183.0,AUS,32.0,0
montreal,01/01/2016,1st Round Qualifying,Stevenson K.,Bester P.,1401.6179401993356,536.2541528239203,R,183.0,CAN,34.0,R,188.0,CAN,36.0,0
atlanta,01/01/2016,The Final,Isner J.,Kyrgios N.,191.4717607973422,247.3931297709924,R,208.0,USA,39.0,R,193.0,AUS,29.0,0
atlanta,01/01/2016,Semifinals,Opelka R.,Isner J.,915.9408602150538,191.4717607973422,R,211.0,USA,27.0,R,208.0,USA,39.0,0
atlanta,01/01/2016,Semifinals,Nishioka Y.,Kyrgios N.,352.4092526690391,247.3931297709924,L,170.0,JPN,29.0,R,193.0,AUS,29.0,0
atlanta,01/01/2016,Quarterfinals,Fritz T.,Isner J.,522.7215909090909,191.4717607973422,R,193.0,USA,27.0,R,208.0,USA,39.0,0
atlanta,01/01/2016,Quarterfinals,Verdasco F.,Kyrgios N.,171.3889502762431,247.3931297709924,L,185.0,ESP,41.0,R,193.0,AUS,29.0,0
atlanta,01/01/2016,Quarterfinals,Young D.,Opelka R.,241.04892966360856,915.9408602150538,L,183.0,USA,35.0,R,211.0,USA,27.0,0
atlanta,01/01/2016,Quarterfinals,Zeballos H.,Nishioka Y.,260.2992805755396,352.4092526690391,L,188.0,ARG,39.0,L,170.0,JPN,29.0,0
atlanta,01/01/2016,Round of 16,Mannarino A.,Isner J.,267.93915756630264,191.4717607973422,L,180.0,FRA,36.0,R,208.0,USA,39.0,0
atlanta,01/01/2016,Round of 16,Donaldson J.,Kyrgios N.,399.2297872340425,247.3931297709924,R,188.0,USA,28.0,R,193.0,AUS,29.0,0
atlanta,01/01/2016,Round of 16,Anderson K.,Opelka R.,261.9723837209302,915.9408602150538,R,203.0,RSA,38.0,R,211.0,USA,27.0,0
atlanta,01/01/2016,Round of 16,Dolgopolov A.,Nishioka Y.,185.0,352.4092526690391,R,180.0,UKR,36.0,L,170.0,JPN,29.0,0
atlanta,01/01/2016,Round of 16,Benneteau J.,Verdasco F.,189.89989235737352,171.3889502762431,R,185.0,FRA,43.0,L,185.0,ESP,41.0,0
atlanta,01/01/2016,Round of 16,Smyczek T.,Young D.,377.1347962382445,241.04892966360856,R,175.0,USA,37.0,L,183.0,USA,35.0,0
atlanta,01/01/2016,Round of 16,Fratangelo B.,Fritz T.,550.0738636363636,522.7215909090909,R,183.0,USA,31.0,R,193.0,USA,27.0,0
atlanta,01/01/2016,Round of 16,Kamke T.,Zeballos H.,273.5851063829787,260.2992805755396,R,178.0,GER,38.0,L,188.0,ARG,39.0,0
atlanta,01/01/2016,Round of 32,Lajovic D.,Verdasco F.,422.55263157894734,171.3889502762431,R,183.0,SRB,34.0,L,185.0,ESP,41.0,0
atlanta,01/01/2016,Round of 32,Garcia-Lopez G.,Zeballos H.,199.2625437572929,260.2992805755396,R,185.0,ESP,41.0,L,188.0,ARG,39.0,0
atlanta,01/01/2016,Round of 32,Krajicek A.,Young D.,525.4041237113402,241.04892966360856,L,188.0,USA,34.0,L,183.0,USA,35.0,0
atlanta,01/01/2016,Round of 32,Smith J.,Benneteau J.,477.4402985074626,189.89989235737352,L,188.0,AUS,35.0,R,185.0,FRA,43.0,0
atlanta,01/01/2016,Round of 32,Groth S.,Donaldson J.,362.02023608768974,399.2297872340425,R,193.0,AUS,37.0,R,188.0,USA,28.0,0
atlanta,01/01/2016,Round of 32,Sijsling I.,Fratangelo B.,377.05317577548,550.0738636363636,R,191.0,NED,37.0,R,183.0,USA,31.0,0
atlanta,01/01/2016,Round of 32,Stakhovsky S.,Kamke T.,220.5989375830013,273.5851063829787,R,193.0,UKR,38.0,R,178.0,GER,38.0,0
atlanta,01/01/2016,Round of 32,Zverev M.,Mannarino A.,322.8963254593176,267.93915756630264,L,191.0,GER,37.0,L,180.0,FRA,36.0,0
atlanta,01/01/2016,Round of 32,Evans D.,Nishioka Y.,455.78236397748594,352.4092526690391,R,175.0,GBR,34.0,L,170.0,JPN,29.0,0
atlanta,01/01/2016,Round of 32,Eubanks C.,Opelka R.,687.560606060606,915.9408602150538,R,201.0,USA,28.0,R,211.0,USA,27.0,0
atlanta,01/01/2016,Round of 32,Monteiro T.,Smyczek T.,484.21556886227546,377.1347962382445,L,183.0,BRA,30.0,R,175.0,USA,37.0,0
atlanta,01/01/2016,2nd Round Qualifying,Monteiro T.,Eubanks C.,484.21556886227546,687.560606060606,L,183.0,BRA,30.0,R,201.0,USA,28.0,0
atlanta,01/01/2016,2nd Round Qualifying,Kamke T.,Smith J.,273.5851063829787,477.4402985074626,R,178.0,GER,38.0,L,188.0,AUS,35.0,0
atlanta,01/01/2016,2nd Round Qualifying,Duckworth J.,Krajicek A.,458.9882903981265,525.4041237113402,R,183.0,AUS,32.0,L,188.0,USA,34.0,0
atlanta,01/01/2016,1st Round Qualifying,Mmoh M.,Kamke T.,547.4176470588235,273.5851063829787,R,185.0,USA,26.0,R,178.0,GER,38.0,0
atlanta,01/01/2016,1st Round Qualifying,Glasspool L.,Krajicek A.,1113.9551724137932,525.4041237113402,R,191.0,GBR,31.0,L,188.0,USA,34.0,0
atlanta,01/01/2016,1st Round Qualifying,Londero J.,Duckworth J.,456.6618075801749,458.9882903981265,R,180.0,ARG,31.0,R,183.0,AUS,32.0,0
atlanta,01/01/2016,1st Round Qualifying,Paul T.,Eubanks C.,501.9939393939394,687.560606060606,R,185.0,USA,27.0,R,201.0,USA,28.0,0
atlanta,01/01/2016,1st Round Qualifying,Carter A.,Smith J.,1136.291095890411,477.4402985074626,U,170.0,USA,34.0,L,188.0,AUS,35.0,0
rio-de-janeiro,01/01/2016,Olympic Bronze,Nadal R.,Nishikori K.,62.32129514321295,173.07433628318583,L,185.0,ESP,38.0,R,178.0,JPN,35.0,0
rio-de-janeiro,01/01/2016,The Final,Potro J.,Murray A.,186.1686746987952,84.75141242937853,R,198.0,ARG,36.0,R,191.0,GBR,37.0,0
rio-de-janeiro,01/01/2016,Semifinals,Nishikori K.,Murray A.,173.07433628318583,84.75141242937853,R,178.0,JPN,35.0,R,191.0,GBR,37.0,0
rio-de-janeiro,01/01/2016,Semifinals,Nadal R.,Potro J.,62.32129514321295,186.1686746987952,L,185.0,ESP,38.0,R,198.0,ARG,36.0,0
rio-de-janeiro,01/01/2016,Quarterfinals,Johnson S.,Murray A.,553.3353783231083,84.75141242937853,R,188.0,USA,35.0,R,191.0,GBR,37.0,0
rio-de-janeiro,01/01/2016,Quarterfinals,Bellucci T.,Nadal R.,276.03076923076924,62.32129514321295,L,188.0,BRA,37.0,L,185.0,ESP,38.0,0
rio-de-janeiro,01/01/2016,Quarterfinals,Monfils G.,Nishikori K.,107.9327731092437,173.07433628318583,R,193.0,FRA,38.0,R,178.0,JPN,35.0,0
rio-de-janeiro,01/01/2016,Quarterfinals,Agut R.,Potro J.,348.7863777089783,186.1686746987952,R,183.0,ESP,36.0,R,198.0,ARG,36.0,0
rio-de-janeiro,01/01/2016,Round of 16,Fognini F.,Murray A.,180.77089337175792,84.75141242937853,R,178.0,ITA,37.0,R,191.0,GBR,37.0,0
rio-de-janeiro,01/01/2016,Round of 16,Simon G.,Nadal R.,137.57085561497323,62.32129514321295,R,183.0,FRA,40.0,L,185.0,ESP,38.0,0
rio-de-janeiro,01/01/2016,Round of 16,Martin A.,Nishikori K.,314.0680412371134,173.07433628318583,U,180.0,SVK,35.0,R,178.0,JPN,35.0,0
rio-de-janeiro,01/01/2016,Round of 16,Cilic M.,Monfils G.,207.7559171597633,107.9327731092437,R,198.0,CRO,36.0,R,193.0,FRA,38.0,0
rio-de-janeiro,01/01/2016,Round of 16,Goffin D.,Bellucci T.,177.28893905191873,276.03076923076924,R,180.0,BEL,34.0,L,188.0,BRA,37.0,0
rio-de-janeiro,01/01/2016,Round of 16,Muller G.,Agut R.,177.7106184364061,348.7863777089783,L,193.0,LUX,41.0,R,183.0,ESP,36.0,0
rio-de-janeiro,01/01/2016,Round of 16,Donskoy E.,Johnson S.,278.09716599190284,553.3353783231083,R,185.0,RUS,34.0,R,188.0,USA,35.0,0
rio-de-janeiro,01/01/2016,Round of 16,Daniel T.,Potro J.,307.8702064896755,186.1686746987952,R,191.0,JPN,31.0,R,198.0,ARG,36.0,0
rio-de-janeiro,01/01/2016,Round of 32,Monaco J.,Murray A.,141.893536121673,84.75141242937853,R,185.0,ARG,40.0,R,191.0,GBR,37.0,0
rio-de-janeiro,01/01/2016,Round of 32,Seppi A.,Nadal R.,183.51168224299064,62.32129514321295,R,191.0,ITA,40.0,L,185.0,ESP,38.0,0
rio-de-janeiro,01/01/2016,Round of 32,Millman J.,Nishikori K.,447.4524271844661,173.07433628318583,R,183.0,AUS,35.0,R,178.0,JPN,35.0,0
rio-de-janeiro,01/01/2016,Round of 32,Tsonga J.,Muller G.,153.36737235367372,177.7106184364061,R,188.0,FRA,39.0,L,193.0,LUX,41.0,0
rio-de-janeiro,01/01/2016,Round of 32,Silva R.,Monfils G.,370.6295302013423,107.9327731092437,R,178.0,BRA,40.0,R,193.0,FRA,38.0,0
rio-de-janeiro,01/01/2016,Round of 32,Ferrer D.,Donskoy E.,67.39431818181818,278.09716599190284,R,175.0,ESP,42.0,R,185.0,RUS,34.0,0
rio-de-janeiro,01/01/2016,Round of 32,Sela D.,Goffin D.,204.7975,177.28893905191873,R,175.0,ISR,39.0,R,180.0,BEL,34.0,0
rio-de-janeiro,01/01/2016,Round of 32,Albot R.,Cilic M.,428.43172690763055,207.7559171597633,R,175.0,MDA,35.0,R,198.0,CRO,36.0,0
rio-de-janeiro,01/01/2016,Round of 32,Lorenzi P.,Agut R.,296.35714285714283,348.7863777089783,R,183.0,ITA,43.0,R,183.0,ESP,36.0,0
rio-de-janeiro,01/01/2016,Round of 32,Cuevas P.,Bellucci T.,270.06461538461537,276.03076923076924,R,180.0,URU,38.0,L,188.0,BRA,37.0,0
rio-de-janeiro,01/01/2016,Round of 32,Elias G.,Johnson S.,415.0800711743772,553.3353783231083,R,183.0,POR,34.0,R,188.0,USA,35.0,0
rio-de-janeiro,01/01/2016,Round of 32,Kohlschreiber P.,Martin A.,228.16629711751665,314.0680412371134,R,178.0,GER,41.0,U,180.0,SVK,35.0,0
rio-de-janeiro,01/01/2016,Round of 32,Sugita Y.,Simon G.,364.1418918918919,137.57085561497323,R,175.0,JPN,36.0,R,183.0,FRA,40.0,0
rio-de-janeiro,01/01/2016,Round of 32,Paire B.,Fognini F.,211.52905811623248,180.77089337175792,R,196.0,FRA,35.0,R,178.0,ITA,37.0,0
rio-de-janeiro,01/01/2016,Round of 32,Edmund K.,Daniel T.,313.89772727272725,307.8702064896755,R,188.0,GBR,29.0,R,191.0,JPN,31.0,0
rio-de-janeiro,01/01/2016,Round of 32,Sousa J.,Potro J.,291.1476377952756,186.1686746987952,R,185.0,POR,35.0,R,198.0,ARG,36.0,0
rio-de-janeiro,01/01/2016,Round of 64,Djokovic N.,Potro J.,69.33943661971831,186.1686746987952,R,188.0,SRB,37.0,R,198.0,ARG,36.0,0
rio-de-janeiro,01/01/2016,Round of 64,Troicki V.,Murray A.,221.22752808988764,84.75141242937853,R,193.0,SRB,38.0,R,191.0,GBR,37.0,0
rio-de-janeiro,01/01/2016,Round of 64,Delbonis F.,Nadal R.,314.9251968503937,62.32129514321295,L,191.0,ARG,34.0,L,185.0,ESP,38.0,0
rio-de-janeiro,01/01/2016,Round of 64,Ramos-Vinolas A.,Nishikori K.,407.3430321592649,173.07433628318583,L,188.0,ESP,36.0,R,178.0,JPN,35.0,0
rio-de-janeiro,01/01/2016,Round of 64,Jaziri M.,Tsonga J.,423.5909694555113,153.36737235367372,R,185.0,TUN,40.0,R,188.0,FRA,39.0,0
rio-de-janeiro,01/01/2016,Round of 64,Pospisil V.,Monfils G.,413.24177949709866,107.9327731092437,R,193.0,CAN,34.0,R,193.0,FRA,38.0,0
rio-de-janeiro,01/01/2016,Round of 64,Istomin D.,Ferrer D.,244.44972067039103,67.39431818181818,R,188.0,UZB,38.0,R,175.0,ESP,42.0,0
rio-de-janeiro,01/01/2016,Round of 64,Groth S.,Goffin D.,362.02023608768974,177.28893905191873,R,193.0,AUS,37.0,R,180.0,BEL,34.0,0
rio-de-janeiro,01/01/2016,Round of 64,Dimitrov G.,Cilic M.,194.00207468879668,207.7559171597633,R,191.0,BUL,33.0,R,198.0,CRO,36.0,0
rio-de-janeiro,01/01/2016,Round of 64,Kuznetsov A.,Agut R.,217.70337078651684,348.7863777089783,R,185.0,RUS,33.0,R,183.0,ESP,36.0,0
rio-de-janeiro,01/01/2016,Round of 64,Basilashvili N.,Cuevas P.,417.3661327231121,270.06461538461537,R,185.0,GEO,32.0,R,180.0,URU,38.0,0
rio-de-janeiro,01/01/2016,Round of 64,King D.,Johnson S.,458.9411764705882,553.3353783231083,R,188.0,BAR,32.0,R,188.0,USA,35.0,0
rio-de-janeiro,01/01/2016,Round of 64,Pella G.,Kohlschreiber P.,370.2797074954296,228.16629711751665,L,185.0,ARG,34.0,R,178.0,GER,41.0,0
rio-de-janeiro,01/01/2016,Round of 64,Sock J.,Daniel T.,246.1548556430446,307.8702064896755,R,191.0,USA,32.0,R,191.0,JPN,31.0,0
rio-de-janeiro,01/01/2016,Round of 64,Coric B.,Simon G.,403.8609022556391,137.57085561497323,R,185.0,CRO,28.0,R,183.0,FRA,40.0,0
rio-de-janeiro,01/01/2016,Round of 64,Rosol L.,Paire B.,370.0013793103448,211.52905811623248,R,196.0,CZE,39.0,R,196.0,FRA,35.0,0
rio-de-janeiro,01/01/2016,Round of 64,Gabashvili T.,Albot R.,225.44114002478315,428.43172690763055,R,188.0,RUS,39.0,R,175.0,MDA,35.0,0
rio-de-janeiro,01/01/2016,Round of 64,Brown D.,Bellucci T.,365.9896507115136,276.03076923076924,R,196.0,GER,40.0,L,188.0,BRA,37.0,0
rio-de-janeiro,01/01/2016,Round of 64,Struff J.,Donskoy E.,240.0226700251889,278.09716599190284,R,196.0,GER,34.0,R,185.0,RUS,34.0,0
rio-de-janeiro,01/01/2016,Round of 64,Fabbiano T.,Silva R.,425.2798573975044,370.6295302013423,R,173.0,ITA,35.0,R,178.0,BRA,40.0,0
rio-de-janeiro,01/01/2016,Round of 64,Thompson J.,Edmund K.,245.9375,313.89772727272725,R,183.0,AUS,30.0,R,188.0,GBR,29.0,0
rio-de-janeiro,01/01/2016,Round of 64,Kokkinakis T.,Elias G.,655.6985294117648,415.0800711743772,R,196.0,AUS,28.0,R,183.0,POR,34.0,0
rio-de-janeiro,01/01/2016,Round of 64,Burgos V.,Fognini F.,411.2072463768116,180.77089337175792,R,170.0,DOM,44.0,R,178.0,ITA,37.0,0
rio-de-janeiro,01/01/2016,Round of 64,Lu Y.,Lorenzi P.,131.63222632226322,296.35714285714283,R,180.0,TPE,41.0,R,183.0,ITA,43.0,0
rio-de-janeiro,01/01/2016,Round of 64,Kudla D.,Martin A.,378.8279069767442,314.0680412371134,R,180.0,USA,32.0,U,180.0,SVK,35.0,0
rio-de-janeiro,01/01/2016,Round of 64,Berankis R.,Millman J.,352.1622103386809,447.4524271844661,R,175.0,LTU,34.0,R,183.0,AUS,35.0,0
rio-de-janeiro,01/01/2016,Round of 64,Basic M.,Monaco J.,476.1793103448276,141.893536121673,R,188.0,BIH,33.0,R,185.0,ARG,40.0,0
rio-de-janeiro,01/01/2016,Round of 64,Janowicz J.,Muller G.,254.5688259109312,177.7106184364061,R,203.0,POL,34.0,L,193.0,LUX,41.0,0
rio-de-janeiro,01/01/2016,Round of 64,Dzumhur D.,Sela D.,408.5658914728682,204.7975,R,175.0,BIH,32.0,R,175.0,ISR,39.0,0
rio-de-janeiro,01/01/2016,Round of 64,Marchenko I.,Seppi A.,221.70840787119857,183.51168224299064,R,185.0,UKR,37.0,R,191.0,ITA,40.0,0
rio-de-janeiro,01/01/2016,Round of 64,Haase R.,Sousa J.,308.3443113772455,291.1476377952756,R,191.0,NED,37.0,R,185.0,POR,35.0,0
rio-de-janeiro,01/01/2016,Round of 64,Baker B.,Sugita Y.,462.5838041431262,364.1418918918919,R,191.0,USA,39.0,R,175.0,JPN,36.0,0
los-cabos,01/01/2016,The Final,Lopez F.,Karlovic I.,163.85646836638338,205.478515625,L,185.0,ESP,43.0,R,211.0,CRO,45.0,0
los-cabos,01/01/2016,Semifinals,Busta P.,Lopez F.,245.7686746987952,163.85646836638338,R,188.0,ESP,33.0,L,185.0,ESP,43.0,0
los-cabos,01/01/2016,Semifinals,Lajovic D.,Karlovic I.,422.55263157894734,205.478515625,R,183.0,SRB,34.0,R,211.0,CRO,45.0,0
los-cabos,01/01/2016,Quarterfinals,Benneteau J.,Lopez F.,189.89989235737352,163.85646836638338,R,185.0,FRA,43.0,L,185.0,ESP,43.0,0
los-cabos,01/01/2016,Quarterfinals,Granollers M.,Karlovic I.,223.9430051813472,205.478515625,R,191.0,ESP,38.0,R,211.0,CRO,45.0,0
los-cabos,01/01/2016,Quarterfinals,Almagro N.,Lajovic D.,198.82961222091657,422.55263157894734,R,183.0,ESP,39.0,R,183.0,SRB,34.0,0
los-cabos,01/01/2016,Quarterfinals,Giraldo S.,Busta P.,233.7079136690648,245.7686746987952,R,188.0,COL,37.0,R,188.0,ESP,33.0,0
los-cabos,01/01/2016,Round of 16,Opelka R.,Lopez F.,915.9408602150538,163.85646836638338,R,211.0,USA,27.0,L,185.0,ESP,43.0,0
los-cabos,01/01/2016,Round of 16,Tomic B.,Lajovic D.,209.8707627118644,422.55263157894734,R,196.0,AUS,32.0,R,183.0,SRB,34.0,0
los-cabos,01/01/2016,Round of 16,Zverev M.,Karlovic I.,322.8963254593176,205.478515625,L,191.0,GER,37.0,R,211.0,CRO,45.0,0
los-cabos,01/01/2016,Round of 16,Querrey S.,Giraldo S.,203.1448170731708,233.7079136690648,R,198.0,USA,37.0,R,188.0,COL,37.0,0
los-cabos,01/01/2016,Round of 16,Garcia-Lopez G.,Almagro N.,199.2625437572929,198.82961222091657,R,185.0,ESP,41.0,R,183.0,ESP,39.0,0
los-cabos,01/01/2016,Round of 16,Kamke T.,Granollers M.,273.5851063829787,223.9430051813472,R,178.0,GER,38.0,R,191.0,ESP,38.0,0
