Location,Date,Round,player,opponent,player_rank,opponent_rank,player_hand,player_ht,player_nationality,player_age,opponent_hand,opponent_ht,opponent_nationality,opponent_age,win
Brisbane,01/01/2017,Round of 128,Thompson J.,Ymer E.,79.0,160.0,R,183.0,AUS,24.6,R,183.0,SWE,22.8,1
Brisbane,01/02/2017,Round of 128,Mahut N.,Robert S.,39.0,54.0,R,190.0,FRA,37.3,R,185.0,FRA,39.6,1
Brisbane,01/02/2017,Round of 128,Ferrer D.,Tomic B.,21.0,26.0,R,175.0,ESP,36.7,R,193.0,AUS,26.2,1
Brisbane,01/02/2017,Round of 128,Edmund K.,Escobedo E.,45.0,141.0,R,188.0,GBR,24.1,R,185.0,MEX,23.1,1
Brisbane,01/02/2017,Round of 128,Dimitrov G.,Johnson S.,17.0,33.0,R,188.0,BUL,27.6,R,188.0,USA,29.0,1
Brisbane,01/03/2017,Round of 128,Donaldson J.,Muller G.,105.0,34.0,R,188.0,USA,22.3,L,193.0,LUX,41.0,1
Brisbane,01/03/2017,Round of 128,Pouille L.,Simon G.,15.0,25.0,R,185.0,FRA,24.8,R,183.0,FRA,34.0,1
Brisbane,01/03/2017,Round of 128,Troicki V.,Nishioka Y.,29.0,100.0,R,193.0,SRB,32.9,L,170.0,JPN,23.2,1
Brisbane,01/03/2017,Round of 128,Schwartzman D.,Querrey S.,52.0,31.0,R,170.0,ARG,26.3,R,198.0,USA,31.2,1
Brisbane,01/04/2017,Round of 64,Nishikori K.,Donaldson J.,5.0,105.0,R,178.0,JPN,29.0,R,188.0,USA,22.3,1
Brisbane,01/04/2017,Round of 64,Thompson J.,Ferrer D.,79.0,21.0,R,183.0,AUS,24.6,R,175.0,ESP,36.7,1
Brisbane,01/04/2017,Round of 64,Edmund K.,Pouille L.,45.0,15.0,R,188.0,GBR,24.1,R,185.0,FRA,24.8,1
Brisbane,01/04/2017,Round of 64,Wawrinka S.,Troicki V.,4.0,29.0,R,183.0,SUI,33.7,R,193.0,SRB,32.9,1
Brisbane,01/05/2017,Round of 64,Dimitrov G.,Mahut N.,17.0,39.0,R,188.0,BUL,27.6,R,190.0,FRA,37.0,1
Brisbane,01/05/2017,Round of 64,Thiem D.,Groth S.,8.0,180.0,R,185.0,AUT,25.3,R,193.0,AUS,37.0,1
Brisbane,01/05/2017,Round of 64,Raonic M.,Schwartzman D.,3.0,52.0,R,196.0,CAN,28.0,R,170.0,ARG,26.3,1
Brisbane,01/05/2017,Round of 64,Nadal R.,Zverev M.,9.0,51.0,L,185.0,ESP,32.6,L,190.0,GER,31.3,1
Brisbane,01/06/2017,Quarterfinals,Wawrinka S.,Edmund K.,4.0,45.0,R,183.0,SUI,33.7,R,188.0,GBR,23.9,1
Brisbane,01/06/2017,Quarterfinals,Nishikori K.,Thompson J.,5.0,79.0,R,178.0,JPN,29.0,R,183.0,AUS,24.6,1
Brisbane,01/06/2017,Quarterfinals,Dimitrov G.,Thiem D.,17.0,8.0,R,188.0,BUL,27.6,R,185.0,AUT,25.3,1
Brisbane,01/06/2017,Quarterfinals,Raonic M.,Nadal R.,3.0,9.0,R,196.0,CAN,28.0,L,185.0,ESP,32.6,1
Brisbane,01/07/2017,Semifinals,Nishikori K.,Wawrinka S.,5.0,4.0,R,178.0,JPN,29.0,R,183.0,SUI,33.7,1
Brisbane,01/07/2017,Semifinals,Dimitrov G.,Raonic M.,17.0,3.0,R,188.0,BUL,27.6,R,196.0,CAN,28.0,1
Brisbane,01/08/2017,The Final,Dimitrov G.,Nishikori K.,17.0,5.0,R,188.0,BUL,27.6,R,178.0,JPN,29.0,1
Chennai,01/02/2017,Round of 128,Darcis S.,Mektic N.,86.0,331.0,R,178.0,BEL,34.8,R,183.0,CRO,30.8,1
Chennai,01/02/2017,Round of 128,Sela D.,Dzumhur D.,96.0,77.0,R,175.0,ISR,39.0,R,172.0,BIH,26.6,1
Chennai,01/02/2017,Round of 128,Medvedev D.,Monteiro T.,99.0,82.0,R,198.0,RUS,22.8,L,183.0,BRA,24.5,1
Chennai,01/02/2017,Round of 128,Kovalik J.,Elias G.,117.0,81.0,R,183.0,SVK,26.7,R,183.0,POR,34.0,1
Chennai,01/02/2017,Round of 128,Chung H.,Coric B.,104.0,48.0,R,188.0,KOR,22.6,R,188.0,CRO,22.1,1
Chennai,01/03/2017,Round of 128,Olivo R.,Ruud C.,83.0,225.0,R,180.0,ARG,27.9,R,183.0,NOR,20.1,1
Chennai,01/03/2017,Round of 128,Bedene A.,Garcia-Lopez G.,101.0,70.0,R,181.0,SLO,29.5,R,185.0,ESP,41.0,1
Chennai,01/03/2017,Round of 128,Paire B.,Kravchuk K.,47.0,85.0,R,196.0,FRA,29.6,R,191.0,RUS,39.0,1
Chennai,01/03/2017,Round of 128,Bhambri Y.,Ramanathan R.,474.0,227.0,R,183.0,IND,32.0,R,188.0,IND,24.1,1
Chennai,01/03/2017,Round of 128,Youzhny M.,Myneni S.,57.0,192.0,R,183.0,RUS,42.0,R,193.0,IND,37.0,1
Chennai,01/04/2017,Round of 64,Ramos-Vinolas A.,Darcis S.,27.0,86.0,L,188.0,ESP,36.0,R,178.0,BEL,34.8,1
Chennai,01/04/2017,Round of 64,Kovalik J.,Cilic M.,117.0,6.0,R,183.0,SVK,26.7,R,198.0,CRO,30.2,1
Chennai,01/04/2017,Round of 64,Sela D.,Chung H.,96.0,104.0,R,175.0,ISR,39.0,R,188.0,KOR,22.6,1
Chennai,01/05/2017,Round of 64,Youzhny M.,Olivo R.,57.0,83.0,R,183.0,RUS,42.0,R,180.0,ARG,27.9,1
Chennai,01/05/2017,Round of 64,Paire B.,Bhambri Y.,47.0,474.0,R,196.0,FRA,29.6,R,183.0,IND,32.0,1
Chennai,01/05/2017,Round of 64,Bedene A.,Klizan M.,101.0,35.0,R,181.0,SLO,29.5,L,190.0,SVK,29.4,1
Chennai,01/06/2017,Quarterfinals,Medvedev D.,Kovalik J.,99.0,117.0,R,198.0,RUS,22.8,R,183.0,SVK,26.4,1
Chennai,01/06/2017,Quarterfinals,Sela D.,Ramos-Vinolas A.,96.0,27.0,R,175.0,ISR,39.0,L,188.0,ESP,36.0,1
Chennai,01/06/2017,Quarterfinals,Paire B.,Bedene A.,47.0,101.0,R,196.0,FRA,29.6,R,181.0,SLO,29.4,1
Chennai,01/07/2017,Semifinals,Medvedev D.,Sela D.,99.0,96.0,R,198.0,RUS,22.8,R,175.0,ISR,34.4,1
Doha,01/02/2017,Round of 128,Brown D.,Bagnis F.,72.0,56.0,R,196.0,GER,34.5,L,183.0,ARG,28.9,1
Doha,01/02/2017,Round of 128,Almagro N.,Lorenzi P.,44.0,40.0,R,183.0,ESP,39.0,R,183.0,ITA,37.0,1
Doha,01/02/2017,Round of 128,Zeballos H.,Mayer F.,71.0,50.0,L,188.0,ARG,39.0,R,191.0,GER,41.0,1
Doha,01/02/2017,Round of 128,Goffin D.,Haase R.,11.0,59.0,R,180.0,BEL,28.1,R,190.0,NED,31.7,1
Doha,01/02/2017,Round of 128,Stepanek R.,Baghdatis M.,107.0,36.0,R,185.0,CZE,46.0,R,183.0,CYP,33.6,1
Doha,01/02/2017,Round of 128,Verdasco F.,Pospisil V.,42.0,133.0,L,188.0,ESP,35.1,R,193.0,CAN,29.0,1
Doha,01/03/2017,Round of 128,Kohlschreiber P.,Jaziri M.,32.0,58.0,R,178.0,GER,35.2,R,185.0,TUN,34.9,1
Doha,01/03/2017,Round of 128,Karlovic I.,Marchenko I.,20.0,74.0,R,208.0,CRO,39.8,R,185.0,UKR,32.0,1
Doha,01/03/2017,Round of 128,Murray A.,Chardy J.,1.0,69.0,R,190.0,GBR,31.6,R,188.0,FRA,31.8,1
Doha,01/03/2017,Round of 128,Berdych T.,Giannessi A.,10.0,128.0,R,196.0,CZE,33.2,L,183.0,ITA,28.6,1
Doha,01/04/2017,Round of 64,Almagro N.,Kohlschreiber P.,44.0,32.0,R,183.0,ESP,39.0,R,178.0,GER,35.2,1
Doha,01/04/2017,Round of 64,Verdasco F.,Goffin D.,42.0,11.0,L,188.0,ESP,35.1,R,180.0,BEL,28.0,1
Doha,01/04/2017,Round of 64,Berdych T.,Vesely J.,10.0,55.0,R,196.0,CZE,33.2,L,198.0,CZE,25.4,1
Doha,01/04/2017,Round of 64,Djokovic N.,Zeballos H.,2.0,71.0,R,188.0,SRB,31.6,L,188.0,ARG,39.0,1
Doha,01/04/2017,Round of 64,Murray A.,Melzer G.,1.0,68.0,R,190.0,GBR,31.6,L,188.0,AUT,34.0,1
Doha,01/04/2017,Round of 64,Karlovic I.,Khachanov K.,20.0,53.0,R,208.0,CRO,39.8,R,198.0,RUS,22.6,1
Doha,01/05/2017,Quarterfinals,Verdasco F.,Karlovic I.,42.0,20.0,L,188.0,ESP,35.1,R,208.0,CRO,39.8,1
Doha,01/05/2017,Quarterfinals,Djokovic N.,Stepanek R.,2.0,107.0,R,188.0,SRB,31.6,R,185.0,CZE,46.0,1
Doha,01/05/2017,Quarterfinals,Murray A.,Almagro N.,1.0,44.0,R,190.0,GBR,31.6,R,183.0,ESP,39.0,1
Doha,01/06/2017,Semifinals,Djokovic N.,Verdasco F.,2.0,42.0,R,188.0,SRB,31.6,L,188.0,ESP,35.1,1
Doha,01/06/2017,Semifinals,Murray A.,Berdych T.,1.0,10.0,R,190.0,GBR,31.6,R,196.0,CZE,33.2,1
Doha,01/07/2017,The Final,Djokovic N.,Murray A.,2.0,1.0,R,188.0,SRB,31.6,R,190.0,GBR,31.6,1
Auckland,01/08/2017,Round of 128,Johnson S.,Robert S.,33.0,53.0,R,188.0,USA,29.1,R,185.0,FRA,39.6,1
Auckland,01/09/2017,Round of 128,Haase R.,Tearney F.,58.0,447.0,R,190.0,NED,31.7,U,183.0,NZL,34.0,1
Auckland,01/09/2017,Round of 128,Vesely J.,Zeballos H.,54.0,69.0,L,198.0,CZE,25.4,L,188.0,ARG,39.0,1
Auckland,01/09/2017,Round of 128,Jaziri M.,Schwartzman D.,56.0,52.0,R,185.0,TUN,34.9,R,170.0,ARG,26.3,1
Auckland,01/09/2017,Round of 128,Lopez F.,Venus M.,28.0,1035.0,L,188.0,ESP,37.4,R,191.0,NZL,32.2,1
Auckland,01/09/2017,Round of 128,Brown D.,Mmoh M.,70.0,195.0,R,196.0,GER,34.5,R,188.0,USA,20.9,1
Auckland,01/09/2017,Round of 128,Klein B.,Bagnis F.,324.0,55.0,R,188.0,GBR,35.0,L,183.0,ARG,28.9,1
Auckland,01/09/2017,Round of 128,Harrison R.,Garcia-Lopez G.,89.0,74.0,R,183.0,USA,26.6,R,185.0,ESP,41.0,1
Auckland,01/09/2017,Round of 128,Sousa J.,Ramos-Vinolas A.,44.0,26.0,R,185.0,POR,29.7,L,188.0,ESP,36.0,1
Auckland,01/10/2017,Round of 128,Baghdatis M.,Mannarino A.,36.0,60.0,R,183.0,CYP,33.6,L,183.0,FRA,30.5,1
Auckland,01/10/2017,Round of 64,Haase R.,Ferrer D.,58.0,21.0,R,190.0,NED,31.7,R,175.0,ESP,36.7,1
Auckland,01/11/2017,Round of 64,Sousa J.,Klein B.,44.0,324.0,R,185.0,POR,29.7,R,188.0,GBR,35.0,1
Auckland,01/11/2017,Round of 64,Isner J.,Jaziri M.,19.0,56.0,R,206.0,USA,33.7,R,185.0,TUN,34.9,1
Auckland,01/11/2017,Round of 64,Vesely J.,Statham J.,54.0,434.0,L,198.0,CZE,25.4,R,183.0,NZL,31.7,1
Auckland,01/11/2017,Round of 64,Baghdatis M.,Brown D.,36.0,70.0,R,183.0,CYP,33.6,R,196.0,GER,34.5,1
Auckland,01/11/2017,Round of 64,Chardy J.,Lopez F.,71.0,28.0,R,188.0,FRA,31.8,L,188.0,ESP,37.3,1
Auckland,01/11/2017,Round of 64,Sock J.,Harrison R.,23.0,89.0,R,185.0,USA,26.9,R,183.0,USA,26.6,1
Auckland,01/11/2017,Quarterfinals,Sousa J.,Haase R.,44.0,58.0,R,185.0,POR,29.7,R,190.0,NED,31.7,1
Auckland,01/12/2017,Quarterfinals,Johnson S.,Isner J.,33.0,19.0,R,188.0,USA,29.1,R,206.0,USA,33.7,1
Auckland,01/12/2017,Quarterfinals,Baghdatis M.,Vesely J.,36.0,54.0,R,183.0,CYP,33.6,L,198.0,CZE,25.4,1
Auckland,01/12/2017,Quarterfinals,Sock J.,Chardy J.,23.0,71.0,R,185.0,USA,26.9,R,188.0,FRA,31.8,1
Auckland,01/13/2017,Semifinals,Sousa J.,Baghdatis M.,44.0,36.0,R,185.0,POR,29.7,R,183.0,CYP,33.6,1
Auckland,01/13/2017,Semifinals,Sock J.,Johnson S.,23.0,33.0,R,185.0,USA,26.9,R,188.0,USA,29.0,1
Auckland,01/14/2017,The Final,Sock J.,Sousa J.,23.0,44.0,R,185.0,USA,26.9,R,185.0,POR,29.7,1
Sydney,01/08/2017,Round of 128,Mahut N.,Bellucci T.,38.0,62.0,R,190.0,FRA,37.3,L,188.0,BRA,37.0,1
Sydney,01/09/2017,Round of 128,Barton M.,Edmund K.,198.0,45.0,R,191.0,AUS,33.0,R,188.0,GBR,23.9,1
Sydney,01/09/2017,Round of 128,Evans D.,Monteiro T.,67.0,83.0,R,175.0,GBR,28.6,L,183.0,BRA,24.5,1
Sydney,01/09/2017,Round of 128,Elias G.,O'Connell C.,81.0,238.0,R,183.0,POR,34.0,R,183.0,AUS,30.0,1
Sydney,01/09/2017,Round of 128,Lorenzi P.,Mayer F.,41.0,49.0,R,183.0,ITA,37.1,R,191.0,GER,41.0,1
Sydney,01/09/2017,Round of 128,Kohlschreiber P.,Fognini F.,32.0,47.0,R,178.0,GER,35.2,R,178.0,ITA,31.6,1
Sydney,01/10/2017,Round of 128,Zverev M.,Almagro N.,50.0,43.0,L,190.0,GER,31.5,R,183.0,ESP,39.0,1
Sydney,01/10/2017,Round of 128,Granollers M.,Giraldo S.,37.0,90.0,R,190.0,ESP,32.8,R,188.0,COL,31.3,1
Sydney,01/10/2017,Round of 128,Thompson J.,Basilashvili N.,75.0,94.0,R,183.0,AUS,24.6,R,185.0,GEO,26.8,1
Sydney,01/11/2017,Round of 64,Cuevas P.,Mahut N.,22.0,38.0,R,180.0,URU,33.0,R,190.0,FRA,37.0,1
Sydney,01/11/2017,Round of 64,Muller G.,Barton M.,34.0,198.0,L,193.0,LUX,41.0,R,191.0,AUS,33.0,1
Sydney,01/11/2017,Round of 64,Kohlschreiber P.,Thompson J.,32.0,75.0,R,178.0,GER,35.2,R,183.0,AUS,24.6,1
Sydney,01/11/2017,Round of 64,Evans D.,Granollers M.,67.0,37.0,R,175.0,GBR,28.6,R,190.0,ESP,32.7,1
Sydney,01/11/2017,Round of 64,Troicki V.,Lorenzi P.,29.0,41.0,R,193.0,SRB,32.9,R,183.0,ITA,37.0,1
Sydney,01/11/2017,Round of 64,Thiem D.,Elias G.,8.0,81.0,R,185.0,AUT,25.3,R,183.0,POR,34.0,1
Sydney,01/12/2017,Quarterfinals,Muller G.,Cuevas P.,34.0,22.0,L,193.0,LUX,41.0,R,180.0,URU,33.0,1
Sydney,01/12/2017,Quarterfinals,Troicki V.,Kohlschreiber P.,29.0,32.0,R,193.0,SRB,32.9,R,178.0,GER,35.2,1
Sydney,01/12/2017,Quarterfinals,Evans D.,Thiem D.,67.0,8.0,R,175.0,GBR,28.6,R,185.0,AUT,25.3,1
Sydney,01/13/2017,Semifinals,Muller G.,Troicki V.,34.0,29.0,L,193.0,LUX,41.0,R,193.0,SRB,32.9,1
Sydney,01/14/2017,The Final,Muller G.,Evans D.,34.0,67.0,L,193.0,LUX,41.0,R,175.0,GBR,28.6,1
Melbourne,01/16/2017,Round of 128,Chardy J.,Almagro N.,72.0,42.0,R,188.0,FRA,31.8,R,183.0,ESP,39.0,1
Melbourne,01/16/2017,Round of 128,Troicki V.,Dzumhur D.,35.0,78.0,R,193.0,SRB,32.9,R,172.0,BIH,26.6,1
Melbourne,01/16/2017,Round of 128,Harrison R.,Mahut N.,82.0,41.0,R,183.0,USA,26.6,R,190.0,FRA,37.0,1
Melbourne,01/16/2017,Round of 128,Zverev M.,Garcia-Lopez G.,50.0,74.0,L,190.0,GER,31.5,R,185.0,ESP,41.0,1
Melbourne,01/16/2017,Round of 128,Querrey S.,Halys Q.,32.0,155.0,R,198.0,USA,31.2,R,191.0,FRA,22.5,1
Melbourne,01/16/2017,Round of 128,Berdych T.,Vanni L.,10.0,157.0,R,196.0,CZE,33.2,R,198.0,ITA,33.6,1
Melbourne,01/16/2017,Round of 128,Tomic B.,Bellucci T.,27.0,62.0,R,193.0,AUS,26.3,L,188.0,BRA,37.0,1
Melbourne,01/16/2017,Round of 128,Isner J.,Kravchuk K.,19.0,88.0,R,206.0,USA,33.7,R,191.0,RUS,39.0,1
Melbourne,01/16/2017,Round of 128,Cilic M.,Janowicz J.,7.0,273.0,R,198.0,CRO,30.2,R,203.0,POL,34.0,1
Melbourne,01/16/2017,Round of 128,Jaziri M.,Soeda G.,56.0,139.0,R,185.0,TUN,34.9,R,178.0,JPN,35.0,1
Melbourne,01/16/2017,Round of 128,Murray A.,Marchenko I.,1.0,95.0,R,190.0,GBR,31.6,R,185.0,UKR,32.0,1
Melbourne,01/16/2017,Round of 128,Lajovic D.,Robert S.,94.0,55.0,R,180.0,SRB,28.5,R,185.0,FRA,39.6,1
Melbourne,01/16/2017,Round of 128,Schwartzman D.,Cuevas P.,54.0,22.0,R,170.0,ARG,26.3,R,180.0,URU,33.0,1
Melbourne,01/16/2017,Round of 128,Lacko L.,Ramos-Vinolas A.,121.0,26.0,R,185.0,SVK,31.2,L,188.0,ESP,36.0,1
Melbourne,01/16/2017,Round of 128,Khachanov K.,Mannarino A.,52.0,61.0,R,198.0,RUS,22.6,L,183.0,FRA,30.5,1
Melbourne,01/16/2017,Round of 128,Lorenzi P.,Duckworth J.,43.0,107.0,R,183.0,ITA,37.1,R,183.0,AUS,26.9,1
Melbourne,01/16/2017,Round of 128,Rubin N.,Fratangelo B.,200.0,113.0,R,175.0,USA,23.9,R,183.0,USA,25.4,1
Melbourne,01/16/2017,Round of 128,Bublik A.,Pouille L.,207.0,16.0,R,196.0,KAZ,21.7,R,185.0,FRA,24.8,1
Melbourne,01/16/2017,Round of 128,Sela D.,Granollers M.,67.0,38.0,R,175.0,ISR,39.0,R,190.0,ESP,32.7,1
Melbourne,01/16/2017,Round of 128,Evans D.,Bagnis F.,51.0,65.0,R,175.0,GBR,28.6,L,183.0,ARG,28.9,1
Melbourne,01/16/2017,Round of 128,Johnson S.,Delbonis F.,30.0,44.0,R,188.0,USA,29.1,L,190.0,ARG,28.2,1
Melbourne,01/16/2017,Round of 128,Kyrgios N.,Elias G.,13.0,77.0,R,193.0,AUS,23.6,R,183.0,POR,34.0,1
Melbourne,01/16/2017,Round of 128,Wawrinka S.,Klizan M.,4.0,34.0,R,183.0,SUI,33.7,L,190.0,SVK,29.4,1
Melbourne,01/16/2017,Round of 128,Darcis S.,Groth S.,71.0,162.0,R,178.0,BEL,34.8,R,193.0,AUS,37.0,1
Melbourne,01/16/2017,Round of 128,Federer R.,Melzer J.,17.0,300.0,R,185.0,SUI,37.4,L,183.0,AUT,43.0,1
Melbourne,01/17/2017,Round of 128,Kohlschreiber P.,Basilashvili N.,33.0,92.0,R,178.0,GER,35.2,R,185.0,GEO,26.8,1
Melbourne,01/17/2017,Round of 128,Young D.,Fabbiano T.,85.0,141.0,L,183.0,USA,35.0,R,173.0,ITA,29.6,1
Melbourne,01/17/2017,Round of 128,Simon G.,Mmoh M.,25.0,190.0,R,183.0,FRA,34.0,R,188.0,USA,20.9,1
Melbourne,01/17/2017,Round of 128,Zverev A.,Haase R.,24.0,57.0,R,198.0,GER,21.7,R,190.0,NED,31.7,1
Melbourne,01/17/2017,Round of 128,Berlocq C.,Albot R.,90.0,96.0,R,183.0,ARG,41.0,R,175.0,MDA,29.1,1
Melbourne,01/17/2017,Round of 128,Nishioka Y.,Bolt A.,99.0,632.0,L,170.0,JPN,23.2,L,183.0,AUS,25.9,1
Melbourne,01/17/2017,Round of 128,Raonic M.,Brown D.,3.0,66.0,R,196.0,CAN,28.0,R,196.0,GER,34.5,1
Melbourne,01/17/2017,Round of 128,Goffin D.,Opelka R.,11.0,208.0,R,180.0,BEL,28.1,R,211.0,USA,21.3,1
Melbourne,01/17/2017,Round of 128,Tiafoe F.,Kukushkin M.,108.0,98.0,R,188.0,USA,20.9,R,183.0,KAZ,31.0,1
Melbourne,01/17/2017,Round of 128,Nadal R.,Mayer F.,9.0,49.0,L,185.0,ESP,32.6,R,191.0,GER,41.0,1
Melbourne,01/17/2017,Round of 128,Edmund K.,Giraldo S.,46.0,91.0,R,188.0,GBR,24.1,R,188.0,COL,31.3,1
Melbourne,01/17/2017,Round of 128,Baghdatis M.,Youzhny M.,36.0,70.0,R,183.0,CYP,33.6,R,183.0,RUS,42.0,1
Melbourne,01/17/2017,Round of 128,Muller G.,Fritz T.,28.0,93.0,L,193.0,LUX,41.0,R,193.0,USA,21.1,1
Melbourne,01/17/2017,Round of 128,Whittington A.,Pavlasek A.,194.0,86.0,R,188.0,AUS,31.0,R,185.0,CZE,30.0,1
Melbourne,01/17/2017,Round of 128,Gasquet R.,Mott B.,18.0,287.0,R,185.0,FRA,32.8,R,180.0,AUS,28.0,1
Melbourne,01/17/2017,Round of 128,Thompson J.,Sousa J.,76.0,37.0,R,183.0,AUS,24.6,R,185.0,POR,29.7,1
Melbourne,01/17/2017,Round of 128,Stepanek R.,Tursunov D.,102.0,405.0,R,185.0,CZE,46.0,R,185.0,RUS,42.0,1
Melbourne,01/17/2017,Round of 128,Karlovic I.,Zeballos H.,21.0,68.0,R,208.0,CRO,39.8,L,188.0,ARG,39.0,1
Melbourne,01/17/2017,Round of 128,Escobedo E.,Medvedev D.,131.0,63.0,R,185.0,USA,24.1,R,198.0,RUS,22.8,1
Melbourne,01/17/2017,Round of 128,Chung H.,Olivo R.,105.0,79.0,R,188.0,KOR,22.6,R,180.0,ARG,27.9,1
Melbourne,01/17/2017,Round of 128,Ferrer D.,Jasika O.,23.0,290.0,R,175.0,ESP,36.7,L,183.0,AUS,27.0,1
Melbourne,01/17/2017,Round of 128,Monfils G.,Vesely J.,6.0,53.0,R,193.0,FRA,32.3,L,198.0,CZE,25.4,1
Melbourne,01/17/2017,Round of 128,Fognini F.,Lopez F.,48.0,29.0,R,178.0,ITA,31.6,L,188.0,ESP,37.3,1
Melbourne,01/17/2017,Round of 128,Dimitrov G.,O'Connell C.,15.0,231.0,R,188.0,BUL,27.6,R,183.0,AUS,30.0,1
Melbourne,01/17/2017,Round of 128,Djokovic N.,Verdasco F.,2.0,40.0,R,188.0,SRB,31.6,L,188.0,ESP,35.1,1
Melbourne,01/17/2017,Round of 128,Istomin D.,Dodig I.,117.0,170.0,R,188.0,UZB,32.4,R,183.0,CRO,39.0,1
Melbourne,01/18/2017,Round of 64,Nishikori K.,Chardy J.,5.0,72.0,R,178.0,JPN,29.0,R,188.0,FRA,31.8,1
Melbourne,01/18/2017,Round of 64,Jaziri M.,Bublik A.,56.0,207.0,R,185.0,TUN,34.9,R,196.0,KAZ,21.7,1
Melbourne,01/18/2017,Round of 64,Lacko L.,Sela D.,121.0,67.0,R,185.0,SVK,31.2,R,175.0,ISR,34.4,1
Melbourne,01/18/2017,Round of 64,Zverev M.,Isner J.,50.0,19.0,L,190.0,GER,31.5,R,206.0,USA,33.7,1
Melbourne,01/18/2017,Round of 64,Berdych T.,Harrison R.,10.0,82.0,R,196.0,CZE,33.2,R,183.0,USA,26.6,1
Melbourne,01/18/2017,Round of 64,Wawrinka S.,Johnson S.,4.0,30.0,R,183.0,SUI,33.7,R,188.0,USA,29.0,1
Melbourne,01/18/2017,Round of 64,Troicki V.,Lorenzi P.,35.0,43.0,R,193.0,SRB,32.9,R,183.0,ITA,37.0,1
Melbourne,01/18/2017,Round of 64,Federer R.,Rubin N.,17.0,200.0,R,185.0,SUI,37.4,R,175.0,USA,22.9,1
Melbourne,01/18/2017,Round of 64,Darcis S.,Schwartzman D.,71.0,54.0,R,178.0,BEL,34.8,R,170.0,ARG,26.3,1
Melbourne,01/18/2017,Round of 64,Seppi A.,Kyrgios N.,89.0,13.0,R,190.0,ITA,34.8,R,193.0,AUS,23.6,1
Melbourne,01/18/2017,Round of 64,Evans D.,Cilic M.,51.0,7.0,R,175.0,GBR,28.6,R,198.0,CRO,30.2,1
Melbourne,01/18/2017,Round of 64,Sock J.,Khachanov K.,20.0,52.0,R,185.0,USA,26.9,R,198.0,RUS,22.6,1
Melbourne,01/18/2017,Round of 64,Murray A.,Rublev A.,1.0,152.0,R,190.0,GBR,31.6,R,188.0,RUS,21.1,1
Melbourne,01/19/2017,Round of 64,Gasquet R.,Berlocq C.,18.0,90.0,R,185.0,FRA,32.8,R,183.0,ARG,36.0,1
Melbourne,01/19/2017,Round of 64,Kohlschreiber P.,Young D.,33.0,85.0,R,178.0,GER,35.2,L,183.0,USA,29.6,1
Melbourne,01/19/2017,Round of 64,Dimitrov G.,Chung H.,15.0,105.0,R,188.0,BUL,27.6,R,188.0,KOR,22.6,1
Melbourne,01/19/2017,Round of 64,Ferrer D.,Escobedo E.,23.0,131.0,R,175.0,ESP,36.7,R,185.0,MEX,23.1,1
Melbourne,01/19/2017,Round of 64,Istomin D.,Djokovic N.,117.0,2.0,R,188.0,UZB,32.4,R,188.0,SRB,31.6,1
Melbourne,01/19/2017,Round of 64,Raonic M.,Muller G.,3.0,28.0,R,196.0,CAN,28.0,L,193.0,LUX,41.0,1
Melbourne,01/19/2017,Round of 64,Goffin D.,Stepanek R.,11.0,102.0,R,180.0,BEL,28.1,R,185.0,CZE,46.0,1
Melbourne,01/19/2017,Round of 64,Karlovic I.,Whittington A.,21.0,194.0,R,208.0,CRO,39.8,R,188.0,AUS,31.0,1
Melbourne,01/19/2017,Round of 64,Zverev A.,Tiafoe F.,24.0,108.0,R,198.0,GER,21.7,R,188.0,USA,20.9,1
Melbourne,01/19/2017,Round of 64,Paire B.,Fognini F.,47.0,48.0,R,196.0,FRA,29.6,R,178.0,ITA,31.6,1
Melbourne,01/19/2017,Round of 64,Thiem D.,Thompson J.,8.0,76.0,R,185.0,AUT,25.3,R,183.0,AUS,24.6,1
Melbourne,01/19/2017,Round of 64,Nadal R.,Baghdatis M.,9.0,36.0,L,185.0,ESP,32.6,R,183.0,CYP,33.6,1
Melbourne,01/20/2017,Round of 32,Seppi A.,Darcis S.,89.0,71.0,R,190.0,ITA,34.8,R,178.0,BEL,34.8,1
Melbourne,01/20/2017,Round of 32,Zverev M.,Jaziri M.,50.0,56.0,L,190.0,GER,31.5,R,185.0,TUN,34.9,1
Melbourne,01/20/2017,Round of 32,Wawrinka S.,Troicki V.,4.0,35.0,R,183.0,SUI,33.7,R,193.0,SRB,32.9,1
Melbourne,01/20/2017,Round of 32,Murray A.,Querrey S.,1.0,32.0,R,190.0,GBR,31.6,R,198.0,USA,31.2,1
Melbourne,01/20/2017,Round of 32,Evans D.,Tomic B.,51.0,27.0,R,175.0,GBR,28.6,R,193.0,AUS,26.2,1
Melbourne,01/20/2017,Round of 32,Nishikori K.,Lacko L.,5.0,121.0,R,178.0,JPN,29.0,R,185.0,SVK,31.2,1
Melbourne,01/20/2017,Round of 32,Federer R.,Berdych T.,17.0,10.0,R,185.0,SUI,37.4,R,196.0,CZE,33.2,1
Melbourne,01/21/2017,Round of 32,Goffin D.,Karlovic I.,11.0,21.0,R,180.0,BEL,28.1,R,208.0,CRO,39.8,1
Melbourne,01/21/2017,Round of 32,Thiem D.,Paire B.,8.0,47.0,R,185.0,AUT,25.3,R,196.0,FRA,29.6,1
