Round,player,opponent,player_hand,player_ht,player_age,opponent_hand,opponent_ht,opponent_age,win,player_rank,opponent_rank,is_player_home_country,is_opponent_home_country,year,month,day,dayofweek
Round of 16,Norrie C.,Monfils G.,L,188.0,24.0,R,193.0,33.0,0,41.0,6.0,False,False,2019,9,23,0
Round of 16,Kecmanovic M.,Ramos A.,R,183.0,20.0,L,188.0,31.6,0,39.0,41.0,False,False,2019,9,23,0
Round of 16,Murray A.,Minaur A.,R,190.0,32.3,R,183.0,20.5,0,1.0,18.0,False,False,2019,9,23,0
Round of 16,Wu D.,Coric B.,R,175.0,28.0,R,188.0,22.8,0,220.0,12.0,True,False,2019,9,23,0
Round of 16,Zhang Z.,Seppi A.,R,193.0,22.9,R,190.0,35.5,0,179.0,35.0,True,False,2019,9,23,0
Round of 16,Andujar P.,Agut R.,R,180.0,33.6,R,183.0,31.4,0,51.0,9.0,False,False,2019,9,23,0
Round of 32,Zhang Z.,Mannarino A.,R,188.0,29.2,L,183.0,31.2,0,179.0,22.0,True,False,2019,9,23,0
Round of 32,Cecchinato M.,Dzumhur D.,R,185.0,26.9,R,172.0,27.3,0,16.0,23.0,False,False,2019,9,23,0
Round of 32,Pouille L.,Kwon S.,R,185.0,25.5,R,180.0,21.8,0,11.0,73.0,False,False,2019,9,23,0
Round of 32,Gojowczyk P.,Norrie C.,R,185.0,30.1,L,188.0,24.0,0,43.0,41.0,False,False,2019,9,23,0
Round of 32,Ruud C.,Kecmanovic M.,R,183.0,20.7,R,183.0,20.0,0,25.0,39.0,False,False,2019,9,23,0
Round of 32,Nishioka Y.,Ramos A.,L,170.0,23.9,L,188.0,31.6,0,48.0,41.0,False,False,2019,9,23,0
Round of 32,Millman J.,Minaur A.,R,183.0,30.2,R,183.0,20.5,0,33.0,18.0,False,False,2019,9,23,0
Round of 32,Sandgren T.,Murray A.,R,188.0,28.1,R,190.0,32.3,0,41.0,1.0,False,False,2019,9,23,0
Round of 32,Ito T.,Wu D.,R,180.0,31.3,R,175.0,28.0,0,141.0,220.0,False,True,2019,9,23,0
Round of 32,Kyrgios N.,Seppi A.,R,193.0,24.4,R,190.0,35.5,0,13.0,35.0,False,False,2019,9,23,0
Round of 32,Koepfer D.,Zhang Z.,L,180.0,25.4,R,193.0,22.9,0,61.0,179.0,False,True,2019,9,23,0
Round of 32,Johnson S.,Andujar P.,R,188.0,29.7,R,180.0,33.6,0,25.0,51.0,False,False,2019,9,23,0
The Final,Tsitsipas S.,Thiem D.,R,193.0,21.1,R,185.0,26.0,0,5.0,3.0,False,False,2019,9,30,0
Semifinals,Khachanov K.,Thiem D.,R,198.0,23.3,R,185.0,26.0,0,8.0,3.0,False,False,2019,9,30,0
Semifinals,Zverev A.,Tsitsipas S.,R,198.0,22.4,R,193.0,21.1,0,3.0,5.0,False,False,2019,9,30,0
Quarterfinals,Murray A.,Thiem D.,R,190.0,32.3,R,185.0,26.0,0,1.0,3.0,False,False,2019,9,30,0
Quarterfinals,Fognini F.,Khachanov K.,R,178.0,32.3,R,198.0,23.3,0,9.0,8.0,False,False,2019,9,30,0
Quarterfinals,Isner J.,Tsitsipas S.,R,206.0,34.4,R,193.0,21.1,0,9.0,5.0,False,False,2019,9,30,0
Quarterfinals,Querrey S.,Zverev A.,R,198.0,31.9,R,198.0,22.4,0,11.0,3.0,False,False,2019,9,30,0
Round of 16,Zhang Z.,Thiem D.,R,193.0,22.9,R,185.0,26.0,0,179.0,3.0,True,False,2019,9,30,0
Round of 16,Norrie C.,Murray A.,L,188.0,24.1,R,190.0,32.3,0,41.0,1.0,False,False,2019,9,30,0
Round of 16,Chardy J.,Khachanov K.,R,188.0,32.6,R,198.0,23.3,0,35.0,8.0,False,False,2019,9,30,0
Round of 16,Rublev A.,Fognini F.,R,188.0,21.9,R,178.0,32.3,0,8.0,9.0,False,False,2019,9,30,0
Round of 16,Evans D.,Isner J.,R,175.0,29.3,R,206.0,34.4,0,28.0,9.0,False,False,2019,9,30,0
Round of 16,Basilashvili N.,Tsitsipas S.,R,185.0,27.6,R,193.0,21.1,0,16.0,5.0,False,False,2019,9,30,0
Round of 16,Schwartzman D.,Querrey S.,R,170.0,27.1,R,198.0,31.9,0,9.0,11.0,False,False,2019,9,30,0
Round of 16,Aliassime F.,Zverev A.,R,193.0,19.1,R,198.0,22.4,0,18.0,3.0,False,False,2019,9,30,0
Round of 32,Gasquet R.,Thiem D.,R,185.0,33.2,R,185.0,26.0,0,18.0,3.0,False,False,2019,9,30,0
Round of 32,Edmund K.,Zhang Z.,R,188.0,24.7,R,193.0,22.9,0,14.0,179.0,False,True,2019,9,30,0
Round of 32,Garin C.,Norrie C.,R,185.0,23.3,L,188.0,24.1,0,18.0,41.0,False,False,2019,9,30,0
Round of 32,Berrettini M.,Murray A.,R,196.0,23.4,R,190.0,32.3,0,8.0,1.0,False,False,2019,9,30,0
Round of 32,Cuevas P.,Khachanov K.,R,180.0,33.7,R,198.0,23.3,0,22.0,8.0,False,False,2019,9,30,0
Round of 32,Cecchinato M.,Chardy J.,R,185.0,26.9,R,188.0,32.6,0,16.0,35.0,False,False,2019,9,30,0
Round of 32,Dimitrov G.,Rublev A.,R,188.0,28.3,R,188.0,21.9,0,3.0,8.0,False,False,2019,9,30,0
Round of 32,Kukushkin M.,Fognini F.,R,183.0,31.7,R,178.0,32.3,0,40.0,9.0,False,False,2019,9,30,0
Round of 32,Monfils G.,Isner J.,R,193.0,33.0,R,206.0,34.4,0,6.0,9.0,False,False,2019,9,30,0
Round of 32,Li Z.,Evans D.,R,185.0,33.0,R,175.0,29.3,0,210.0,28.0,True,False,2019,9,30,0
Round of 32,Pella G.,Basilashvili N.,L,185.0,29.3,R,185.0,27.6,0,20.0,16.0,False,False,2019,9,30,0
Round of 32,Lajovic D.,Tsitsipas S.,R,180.0,29.2,R,193.0,21.1,0,23.0,5.0,False,False,2019,9,30,0
Round of 32,Agut R.,Querrey S.,R,183.0,31.4,R,198.0,31.9,0,9.0,11.0,False,False,2019,9,30,0
Round of 32,Verdasco F.,Schwartzman D.,L,188.0,35.8,R,170.0,27.1,0,26.0,9.0,False,False,2019,9,30,0
Round of 32,Ramos A.,Aliassime F.,L,188.0,31.7,R,193.0,19.1,0,41.0,18.0,False,False,2019,9,30,0
Round of 32,Tiafoe F.,Zverev A.,R,188.0,21.6,R,198.0,22.4,0,29.0,3.0,False,False,2019,9,30,0
The Final,Millman J.,Djokovic N.,R,183.0,30.2,R,188.0,32.3,0,33.0,1.0,False,False,2019,9,30,0
Semifinals,Goffin D.,Djokovic N.,R,180.0,28.8,R,188.0,32.3,0,7.0,1.0,False,False,2019,9,30,0
Semifinals,Opelka R.,Millman J.,R,211.0,22.0,R,183.0,30.2,0,33.0,33.0,False,False,2019,9,30,0
Quarterfinals,Pouille L.,Djokovic N.,R,185.0,25.5,R,188.0,32.3,0,11.0,1.0,False,False,2019,9,30,0
Quarterfinals,Chung H.,Goffin D.,R,188.0,23.3,R,180.0,28.8,0,21.0,7.0,False,False,2019,9,30,0
Quarterfinals,Uchiyama Y.,Opelka R.,R,183.0,27.1,R,211.0,22.0,0,81.0,33.0,True,False,2019,9,30,0
Quarterfinals,Daniel T.,Millman J.,R,191.0,26.6,R,183.0,30.2,0,69.0,33.0,True,False,2019,9,30,0
Round of 16,Soeda G.,Djokovic N.,R,178.0,35.0,R,188.0,32.3,0,112.0,1.0,True,False,2019,9,30,0
Round of 16,Nishioka Y.,Pouille L.,L,170.0,24.0,R,185.0,25.5,0,48.0,11.0,True,False,2019,9,30,0
Round of 16,Shapovalov D.,Goffin D.,L,185.0,20.4,R,180.0,28.8,0,11.0,7.0,False,False,2019,9,30,0
Round of 16,Cilic M.,Chung H.,R,198.0,31.0,R,188.0,23.3,0,3.0,21.0,False,False,2019,9,30,0
Round of 16,Simon G.,Opelka R.,R,183.0,34.7,R,211.0,22.0,0,23.0,33.0,False,False,2019,9,30,0
Round of 16,Albot R.,Uchiyama Y.,R,175.0,29.8,R,183.0,27.1,0,39.0,81.0,False,True,2019,9,30,0
Round of 16,Harris L.,Millman J.,R,193.0,22.5,R,183.0,30.2,0,72.0,33.0,False,False,2019,9,30,0
Round of 16,Thompson J.,Daniel T.,R,183.0,25.4,R,191.0,26.6,0,43.0,69.0,False,True,2019,9,30,0
Round of 32,Popyrin A.,Djokovic N.,R,196.0,20.1,R,188.0,32.3,0,87.0,1.0,False,False,2019,9,30,0
Round of 32,Struff J.,Soeda G.,R,193.0,29.4,R,178.0,35.0,0,29.0,112.0,False,True,2019,9,30,0
Round of 32,Sousa J.,Nishioka Y.,R,185.0,30.5,L,170.0,24.0,0,35.0,48.0,False,True,2019,9,30,0
Round of 32,Hurkacz H.,Pouille L.,R,196.0,22.6,R,185.0,25.5,0,29.0,11.0,False,False,2019,9,30,0
Round of 32,Busta P.,Goffin D.,R,188.0,28.2,R,180.0,28.8,0,15.0,7.0,False,False,2019,9,30,0
Round of 32,Kecmanovic M.,Shapovalov D.,R,183.0,20.0,L,185.0,20.4,0,39.0,11.0,False,False,2019,9,30,0
Round of 32,Sonego L.,Chung H.,R,191.0,24.3,R,188.0,23.3,0,32.0,21.0,False,False,2019,9,30,0
Round of 32,Sugita Y.,Cilic M.,R,173.0,31.0,R,198.0,31.0,0,36.0,3.0,True,False,2019,9,30,0
Round of 32,Fritz T.,Opelka R.,R,193.0,21.9,R,211.0,22.0,0,24.0,33.0,False,False,2019,9,30,0
Round of 32,Andujar P.,Simon G.,R,180.0,33.6,R,183.0,34.7,0,51.0,23.0,False,False,2019,9,30,0
Round of 32,Krajinovic F.,Albot R.,R,185.0,27.5,R,175.0,29.8,0,26.0,39.0,False,False,2019,9,30,0
Round of 32,Paire B.,Uchiyama Y.,R,196.0,30.3,R,183.0,27.1,0,19.0,81.0,False,True,2019,9,30,0
Round of 32,Minaur A.,Harris L.,R,183.0,20.6,R,193.0,22.5,0,18.0,72.0,False,False,2019,9,30,0
Round of 32,Mannarino A.,Millman J.,L,183.0,31.2,R,183.0,30.2,0,22.0,33.0,False,False,2019,9,30,0
Round of 32,Londero J.,Thompson J.,R,180.0,26.1,R,183.0,25.4,0,50.0,43.0,False,False,2019,9,30,0
Round of 32,Coric B.,Daniel T.,R,188.0,22.8,R,191.0,26.6,0,12.0,69.0,False,True,2019,9,30,0
The Final,Zverev A.,Medvedev D.,R,198.0,22.4,R,198.0,23.6,0,3.0,4.0,False,False,2019,10,7,0
Semifinals,Tsitsipas S.,Medvedev D.,R,193.0,21.1,R,198.0,23.6,0,5.0,4.0,False,False,2019,10,7,0
Semifinals,Berrettini M.,Zverev A.,R,196.0,23.4,R,198.0,22.4,0,8.0,3.0,False,False,2019,10,7,0
Quarterfinals,Djokovic N.,Tsitsipas S.,R,188.0,32.3,R,193.0,21.1,0,1.0,5.0,False,False,2019,10,7,0
Quarterfinals,Fognini F.,Medvedev D.,R,178.0,32.3,R,198.0,23.6,0,9.0,4.0,False,False,2019,10,7,0
Quarterfinals,Thiem D.,Berrettini M.,R,185.0,26.0,R,196.0,23.4,0,3.0,8.0,False,False,2019,10,7,0
Quarterfinals,Federer R.,Zverev A.,R,185.0,38.1,R,198.0,22.4,0,1.0,3.0,False,False,2019,10,7,0
Round of 16,Isner J.,Djokovic N.,R,206.0,34.4,R,188.0,32.3,0,9.0,1.0,False,False,2019,10,7,0
Round of 16,Hurkacz H.,Tsitsipas S.,R,196.0,22.6,R,193.0,21.1,0,29.0,5.0,False,False,2019,10,7,0
Round of 16,Pospisil V.,Medvedev D.,R,193.0,29.2,R,198.0,23.6,0,68.0,4.0,False,False,2019,10,7,0
Round of 16,Khachanov K.,Fognini F.,R,198.0,23.3,R,178.0,32.3,0,8.0,9.0,False,False,2019,10,7,0
Round of 16,Agut R.,Berrettini M.,R,183.0,31.4,R,196.0,23.4,0,9.0,8.0,False,False,2019,10,7,0
Round of 16,Basilashvili N.,Thiem D.,R,185.0,27.6,R,185.0,26.0,0,16.0,3.0,False,False,2019,10,7,0
Round of 16,Rublev A.,Zverev A.,R,188.0,21.9,R,198.0,22.4,0,8.0,3.0,False,False,2019,10,7,0
Round of 16,Goffin D.,Federer R.,R,180.0,28.8,R,185.0,38.1,0,7.0,1.0,False,False,2019,10,7,0
Round of 32,Shapovalov D.,Djokovic N.,L,185.0,20.4,R,188.0,32.3,0,11.0,1.0,False,False,2019,10,7,0
Round of 32,Pouille L.,Isner J.,R,185.0,25.6,R,206.0,34.4,0,11.0,9.0,False,False,2019,10,7,0
Round of 32,Monfils G.,Hurkacz H.,R,193.0,33.0,R,196.0,22.6,0,6.0,29.0,False,False,2019,10,7,0
Round of 32,Aliassime F.,Tsitsipas S.,R,193.0,19.1,R,193.0,21.1,0,18.0,5.0,False,False,2019,10,7,0
Round of 32,Norrie C.,Medvedev D.,L,188.0,24.1,R,198.0,23.6,0,41.0,4.0,False,False,2019,10,7,0
Round of 32,Sousa J.,Pospisil V.,R,185.0,30.5,R,193.0,29.2,0,35.0,68.0,False,False,2019,10,7,0
Round of 32,Murray A.,Fognini F.,R,190.0,32.3,R,178.0,32.3,0,1.0,9.0,False,False,2019,10,7,0
Round of 32,Fritz T.,Khachanov K.,R,193.0,21.9,R,198.0,23.3,0,24.0,8.0,False,False,2019,10,7,0
Round of 32,Opelka R.,Agut R.,R,211.0,22.1,R,183.0,31.4,0,33.0,9.0,False,False,2019,10,7,0
Round of 32,Garin C.,Berrettini M.,R,185.0,23.3,R,196.0,23.4,0,18.0,8.0,False,False,2019,10,7,0
Round of 32,Paire B.,Basilashvili N.,R,196.0,30.4,R,185.0,27.6,0,19.0,16.0,False,False,2019,10,7,0
Round of 32,Busta P.,Thiem D.,R,188.0,28.2,R,185.0,26.0,0,15.0,3.0,False,False,2019,10,7,0
Round of 32,Chardy J.,Zverev A.,R,188.0,32.6,R,198.0,22.4,0,35.0,3.0,False,False,2019,10,7,0
Round of 32,Millman J.,Rublev A.,R,183.0,30.3,R,188.0,21.9,0,33.0,8.0,False,False,2019,10,7,0
Round of 32,Kukushkin M.,Goffin D.,R,183.0,31.7,R,180.0,28.8,0,40.0,7.0,False,False,2019,10,7,0
Round of 32,Ramos A.,Federer R.,L,188.0,31.7,R,185.0,38.1,0,41.0,1.0,False,False,2019,10,7,0
Round of 64,Tiafoe F.,Shapovalov D.,R,188.0,21.7,L,185.0,20.4,0,29.0,11.0,False,False,2019,10,7,0
Round of 64,Li Z.,Pouille L.,R,185.0,33.0,R,185.0,25.6,0,210.0,11.0,True,False,2019,10,7,0
Round of 64,Minaur A.,Isner J.,R,183.0,20.6,R,206.0,34.4,0,18.0,9.0,False,False,2019,10,7,0
Round of 64,Sonego L.,Monfils G.,R,191.0,24.4,R,193.0,33.0,0,32.0,6.0,False,False,2019,10,7,0
Round of 64,Zhang Z.,Hurkacz H.,R,193.0,22.9,R,196.0,22.6,0,179.0,29.0,True,False,2019,10,7,0
Round of 64,Bublik A.,Aliassime F.,R,196.0,22.3,R,193.0,19.1,0,47.0,18.0,False,False,2019,10,7,0
Round of 64,Simon G.,Norrie C.,R,183.0,34.7,L,188.0,24.1,0,23.0,41.0,False,False,2019,10,7,0
Round of 64,Krajinovic F.,Sousa J.,R,185.0,27.6,R,185.0,30.5,0,26.0,35.0,False,False,2019,10,7,0
Round of 64,Schwartzman D.,Pospisil V.,R,170.0,27.1,R,193.0,29.2,0,9.0,68.0,False,False,2019,10,7,0
Round of 64,Querrey S.,Fognini F.,R,198.0,32.0,R,178.0,32.3,0,11.0,9.0,False,False,2019,10,7,0
Round of 64,Londero J.,Murray A.,R,180.0,26.1,R,190.0,32.3,0,50.0,1.0,False,False,2019,10,7,0
Round of 64,Verdasco F.,Fritz T.,L,188.0,35.8,R,193.0,21.9,0,26.0,24.0,False,False,2019,10,7,0
Round of 64,Lajovic D.,Opelka R.,R,180.0,29.2,R,211.0,22.1,0,23.0,33.0,False,False,2019,10,7,0
Round of 64,Cuevas P.,Garin C.,R,180.0,33.7,R,185.0,23.3,0,22.0,18.0,False,False,2019,10,7,0
Round of 64,Struff J.,Berrettini M.,R,193.0,29.4,R,196.0,23.4,0,29.0,8.0,False,False,2019,10,7,0
Round of 64,Albot R.,Basilashvili N.,R,175.0,29.9,R,185.0,27.6,0,39.0,16.0,False,False,2019,10,7,0
Round of 64,Cecchinato M.,Paire B.,R,185.0,27.0,R,196.0,30.4,0,16.0,19.0,False,False,2019,10,7,0
Round of 64,Zhang Z.,Busta P.,R,188.0,29.2,R,188.0,28.2,0,179.0,15.0,True,False,2019,10,7,0
Round of 64,Edmund K.,Chardy J.,R,188.0,24.7,R,188.0,32.6,0,14.0,35.0,False,False,2019,10,7,0
Round of 64,Pella G.,Millman J.,L,185.0,29.3,R,183.0,30.3,0,20.0,33.0,False,False,2019,10,7,0
Round of 64,Coric B.,Rublev A.,R,188.0,22.8,R,188.0,21.9,0,12.0,8.0,False,False,2019,10,7,0
Round of 64,Gasquet R.,Goffin D.,R,185.0,33.3,R,180.0,28.8,0,18.0,7.0,False,False,2019,10,7,0
Round of 64,Kecmanovic M.,Kukushkin M.,R,183.0,20.1,R,183.0,31.7,0,39.0,40.0,False,False,2019,10,7,0
Round of 64,Cilic M.,Ramos A.,R,198.0,31.0,L,188.0,31.7,0,3.0,41.0,False,False,2019,10,7,0
The Final,Wawrinka S.,Murray A.,R,183.0,34.5,R,190.0,32.4,0,3.0,1.0,False,False,2019,10,14,0
Semifinals,Sinner J.,Wawrinka S.,R,188.0,18.1,R,183.0,34.5,0,43.0,3.0,False,False,2019,10,14,0
Semifinals,Humbert U.,Murray A.,L,188.0,21.3,R,190.0,32.4,0,34.0,1.0,False,False,2019,10,14,0
Quarterfinals,Tiafoe F.,Sinner J.,R,188.0,21.7,R,188.0,18.1,0,29.0,43.0,False,False,2019,10,14,0
Quarterfinals,Simon G.,Wawrinka S.,R,183.0,34.7,R,183.0,34.5,0,23.0,3.0,False,False,2019,10,14,0
Quarterfinals,Copil M.,Murray A.,R,193.0,28.9,R,190.0,32.4,0,56.0,1.0,False,False,2019,10,14,0
Quarterfinals,Pella G.,Humbert U.,L,185.0,29.4,L,188.0,21.3,0,20.0,34.0,False,False,2019,10,14,0
Round of 16,Monfils G.,Sinner J.,R,193.0,33.1,R,188.0,18.1,0,6.0,43.0,False,False,2019,10,14,0
Round of 16,Struff J.,Tiafoe F.,R,193.0,29.4,R,188.0,21.7,0,29.0,29.0,False,False,2019,10,14,0
Round of 16,Lopez F.,Wawrinka S.,L,188.0,38.0,R,183.0,34.5,0,25.0,3.0,False,False,2019,10,14,0
Round of 16,Tsonga J.,Simon G.,R,188.0,34.4,R,183.0,34.7,0,29.0,23.0,False,False,2019,10,14,0
Round of 16,Cuevas P.,Murray A.,R,180.0,33.7,R,190.0,32.4,0,22.0,1.0,False,False,2019,10,14,0
Round of 16,Schwartzman D.,Copil M.,R,170.0,27.1,R,193.0,28.9,0,9.0,56.0,False,False,2019,10,14,0
Round of 16,Kwon S.,Pella G.,R,180.0,21.8,L,185.0,29.4,0,73.0,20.0,False,False,2019,10,14,0
Round of 16,Goffin D.,Humbert U.,R,180.0,28.8,L,188.0,21.3,0,7.0,34.0,True,False,2019,10,14,0
Round of 32,Majchrzak K.,Sinner J.,R,183.0,23.7,R,188.0,18.1,0,91.0,43.0,False,False,2019,10,14,0
Round of 32,Maden Y.,Tiafoe F.,R,185.0,29.9,R,188.0,21.7,0,109.0,29.0,False,False,2019,10,14,0
Round of 32,Barrere G.,Struff J.,R,183.0,25.6,R,193.0,29.4,0,82.0,29.0,False,False,2019,10,14,0
Round of 32,Norrie C.,Lopez F.,L,188.0,24.1,L,188.0,38.0,0,41.0,25.0,False,False,2019,10,14,0
Round of 32,Darcis S.,Simon G.,R,178.0,35.5,R,183.0,34.7,0,38.0,23.0,True,False,2019,10,14,0
Round of 32,Sonego L.,Tsonga J.,R,191.0,24.4,R,188.0,34.4,0,32.0,29.0,False,False,2019,10,14,0
Round of 32,Dellien H.,Cuevas P.,R,180.0,26.3,R,180.0,33.7,0,73.0,22.0,False,False,2019,10,14,0
Round of 32,Coppejans K.,Murray A.,R,180.0,25.6,R,190.0,32.4,0,154.0,1.0,True,False,2019,10,14,0
Round of 32,Delbonis F.,Copil M.,L,190.0,29.0,R,193.0,28.9,0,44.0,56.0,False,False,2019,10,14,0
Round of 32,Gojowczyk P.,Pella G.,R,185.0,30.2,L,185.0,29.4,0,43.0,20.0,False,False,2019,10,14,0
Round of 32,Gasquet R.,Kwon S.,R,185.0,33.3,R,180.0,21.8,0,18.0,73.0,False,False,2019,10,14,0
Round of 32,Kovalik J.,Humbert U.,R,183.0,26.9,L,188.0,21.3,0,82.0,34.0,False,False,2019,10,14,0
The Final,Mannarino A.,Rublev A.,L,183.0,31.2,R,188.0,21.9,0,22.0,8.0,False,True,2019,10,14,0
Semifinals,Cilic M.,Rublev A.,R,198.0,31.0,R,188.0,21.9,0,3.0,8.0,False,True,2019,10,14,0
Semifinals,Seppi A.,Mannarino A.,R,190.0,35.6,L,183.0,31.2,0,35.0,22.0,False,False,2019,10,14,0
Quarterfinals,Milojevic N.,Rublev A.,R,188.0,24.3,R,188.0,21.9,0,144.0,8.0,False,True,2019,10,14,0
Quarterfinals,Chardy J.,Cilic M.,R,188.0,32.6,R,198.0,31.0,0,35.0,3.0,False,False,2019,10,14,0
Quarterfinals,Lajovic D.,Mannarino A.,R,180.0,29.2,L,183.0,31.2,0,23.0,22.0,False,False,2019,10,14,0
Quarterfinals,Khachanov K.,Seppi A.,R,198.0,23.3,R,190.0,35.6,0,8.0,35.0,True,False,2019,10,14,0
Round of 16,Gerasimov E.,Rublev A.,R,196.0,26.9,R,188.0,21.9,0,68.0,8.0,False,True,2019,10,14,0
Round of 16,Karlovic I.,Cilic M.,R,208.0,40.6,R,198.0,31.0,0,20.0,3.0,False,False,2019,10,14,0
Round of 16,Kecmanovic M.,Chardy J.,R,183.0,20.1,R,188.0,32.6,0,39.0,35.0,False,False,2019,10,14,0
Round of 16,Kukushkin M.,Mannarino A.,R,183.0,31.8,L,183.0,31.2,0,40.0,22.0,False,False,2019,10,14,0
Round of 16,Rosol L.,Lajovic D.,R,196.0,34.2,R,180.0,29.2,0,140.0,23.0,False,False,2019,10,14,0
Round of 16,Baena R.,Seppi A.,R,183.0,26.5,R,190.0,35.6,0,72.0,35.0,False,False,2019,10,14,0
Round of 16,Kohlschreiber P.,Khachanov K.,R,178.0,35.9,R,198.0,23.3,0,22.0,8.0,False,True,2019,10,14,0
Round of 32,Fabbiano T.,Gerasimov E.,R,173.0,30.3,R,196.0,26.9,0,70.0,68.0,False,False,2019,10,14,0
Round of 32,Bublik A.,Rublev A.,R,196.0,22.3,R,188.0,21.9,0,47.0,8.0,False,True,2019,10,14,0
Round of 32,Bedene A.,Karlovic I.,R,181.0,30.2,R,208.0,40.6,0,43.0,20.0,False,False,2019,10,14,0
Round of 32,Jarry N.,Chardy J.,R,198.0,24.0,R,188.0,32.6,0,38.0,35.0,False,False,2019,10,14,0
Round of 32,Dubrivnyy A.,Kecmanovic M.,R,183.0,20.7,R,183.0,20.1,0,424.0,39.0,True,False,2019,10,14,0
Round of 32,Dzumhur D.,Mannarino A.,R,172.0,27.4,L,183.0,31.2,0,23.0,22.0,False,False,2019,10,14,0
Round of 32,Donskoy E.,Kukushkin M.,R,185.0,29.4,R,183.0,31.8,0,71.0,40.0,True,False,2019,10,14,0
Round of 32,Londero J.,Rosol L.,R,180.0,26.1,R,196.0,34.2,0,50.0,140.0,False,False,2019,10,14,0
Round of 32,Garin C.,Seppi A.,R,185.0,23.3,R,190.0,35.6,0,18.0,35.0,False,False,2019,10,14,0
Round of 32,Berankis R.,Baena R.,R,175.0,29.3,R,183.0,26.5,0,62.0,72.0,False,False,2019,10,14,0
Round of 32,Herbert P.,Kohlschreiber P.,R,188.0,28.5,R,178.0,35.9,0,36.0,22.0,False,False,2019,10,14,0
The Final,Krajinovic F.,Shapovalov D.,R,185.0,27.6,L,185.0,20.4,0,26.0,11.0,False,False,2019,10,14,0
Semifinals,Sugita Y.,Shapovalov D.,R,173.0,31.0,L,185.0,20.4,0,36.0,11.0,False,False,2019,10,14,0
Semifinals,Busta P.,Krajinovic F.,R,188.0,28.2,R,185.0,27.6,0,15.0,26.0,False,False,2019,10,14,0
Quarterfinals,Tipsarevic J.,Sugita Y.,R,180.0,35.3,R,173.0,31.0,0,58.0,36.0,False,False,2019,10,14,0
Quarterfinals,Stebe C.,Shapovalov D.,L,183.0,29.0,L,185.0,20.4,0,147.0,11.0,False,False,2019,10,14,0
Quarterfinals,Nishioka Y.,Krajinovic F.,L,170.0,24.0,R,185.0,27.6,0,48.0,26.0,False,False,2019,10,14,0
Quarterfinals,Querrey S.,Busta P.,R,198.0,32.0,R,188.0,28.2,0,11.0,15.0,False,False,2019,10,14,0
Round of 16,Fognini F.,Tipsarevic J.,R,178.0,32.3,R,180.0,35.3,0,9.0,58.0,False,False,2019,10,14,0
Round of 16,Travaglia S.,Sugita Y.,R,185.0,27.7,R,173.0,31.0,0,70.0,36.0,False,False,2019,10,14,0
Round of 16,Popyrin A.,Shapovalov D.,R,196.0,20.1,L,185.0,20.4,0,87.0,11.0,False,False,2019,10,14,0
Round of 16,Ymer M.,Stebe C.,R,183.0,21.0,L,183.0,29.0,0,67.0,147.0,True,False,2019,10,14,0
Round of 16,Evans D.,Krajinovic F.,R,175.0,29.3,R,185.0,27.6,0,28.0,26.0,False,False,2019,10,14,0
Round of 16,Fritz T.,Nishioka Y.,R,193.0,21.9,L,170.0,24.0,0,24.0,48.0,False,False,2019,10,14,0
Round of 16,Mager G.,Busta P.,R,185.0,24.8,R,188.0,28.2,0,80.0,15.0,False,False,2019,10,14,0
Round of 16,Dimitrov G.,Querrey S.,R,188.0,28.4,R,198.0,32.0,0,3.0,11.0,False,False,2019,10,14,0
Round of 32,Moutet C.,Tipsarevic J.,L,178.0,20.4,R,180.0,35.3,0,70.0,58.0,False,False,2019,10,14,0
Round of 32,Ymer E.,Sugita Y.,R,183.0,23.5,R,173.0,31.0,0,108.0,36.0,True,False,2019,10,14,0
Round of 32,Opelka R.,Travaglia S.,R,211.0,22.1,R,185.0,27.7,0,33.0,70.0,False,False,2019,10,14,0
Round of 32,Otte O.,Popyrin A.,R,196.0,26.2,R,196.0,20.1,0,141.0,87.0,False,False,2019,10,14,0
Round of 32,Sousa J.,Ymer M.,R,185.0,30.5,R,183.0,21.0,0,35.0,67.0,False,True,2019,10,14,0
Round of 32,Schnur B.,Stebe C.,R,193.0,24.2,L,183.0,29.0,0,92.0,147.0,False,False,2019,10,14,0
Round of 32,Tomic B.,Evans D.,R,193.0,26.9,R,175.0,29.3,0,26.0,28.0,False,False,2019,10,14,0
Round of 32,Ruud C.,Krajinovic F.,R,183.0,20.8,R,185.0,27.6,0,25.0,26.0,False,False,2019,10,14,0
Round of 32,Albot R.,Nishioka Y.,R,175.0,29.9,L,170.0,24.0,0,39.0,48.0,False,False,2019,10,14,0
Round of 32,Millman J.,Busta P.,R,183.0,30.3,R,188.0,28.2,0,33.0,15.0,False,False,2019,10,14,0
Round of 32,Andujar P.,Mager G.,R,180.0,33.7,R,185.0,24.8,0,51.0,80.0,False,False,2019,10,14,0
Round of 32,Novak D.,Querrey S.,R,183.0,26.1,R,198.0,32.0,0,85.0,11.0,False,False,2019,10,14,0
The Final,Minaur A.,Federer R.,R,183.0,20.6,R,185.0,38.2,0,18.0,1.0,False,False,2019,10,21,0
Semifinals,Tsitsipas S.,Federer R.,R,193.0,21.1,R,185.0,38.2,0,5.0,1.0,False,False,2019,10,21,0
Semifinals,Opelka R.,Minaur A.,R,211.0,22.1,R,183.0,20.6,0,33.0,18.0,False,False,2019,10,21,0
