Round,player,opponent,player_hand,player_ht,player_age,opponent_hand,opponent_ht,opponent_age,win,player_rank,opponent_rank,is_player_home_country,is_opponent_home_country,year,month,day,dayofweek
Quarterfinals,Busta P.,Garin C.,R,188.0,28.1,R,185.0,23.3,1,15.0,18.0,False,False,2019,9,23,0
Quarterfinals,Bublik A.,Dimitrov G.,R,196.0,22.2,R,188.0,28.3,1,47.0,3.0,False,False,2019,9,23,0
Quarterfinals,Harris L.,Sousa J.,R,193.0,22.5,R,185.0,30.4,1,72.0,35.0,False,False,2019,9,23,0
Round of 16,Gerasimov E.,Isner J.,R,196.0,26.8,R,206.0,34.4,1,68.0,9.0,False,False,2019,9,23,0
Round of 16,Shapovalov D.,Klahn B.,L,185.0,20.4,L,190.0,29.0,1,11.0,76.0,False,False,2019,9,23,0
Round of 16,Busta P.,Paire B.,R,188.0,28.1,R,196.0,30.3,1,15.0,19.0,False,False,2019,9,23,0
Round of 16,Garin C.,Verdasco F.,R,185.0,23.3,L,188.0,35.8,1,18.0,26.0,False,False,2019,9,23,0
Round of 16,Bublik A.,Thompson J.,R,196.0,22.2,R,183.0,25.4,1,47.0,43.0,False,False,2019,9,23,0
Round of 16,Dimitrov G.,Evans D.,R,188.0,28.3,R,175.0,29.3,1,3.0,28.0,False,False,2019,9,23,0
Round of 16,Harris L.,Lajovic D.,R,193.0,22.5,R,180.0,29.2,1,72.0,23.0,False,False,2019,9,23,0
Round of 16,Sousa J.,Aliassime F.,R,185.0,30.4,R,193.0,19.1,1,35.0,18.0,False,False,2019,9,23,0
Round of 32,Gerasimov E.,Li Z.,R,196.0,26.8,R,185.0,33.0,1,68.0,210.0,False,False,2019,9,23,0
Round of 32,Klahn B.,Jung J.,L,190.0,29.0,R,178.0,30.2,1,76.0,119.0,False,False,2019,9,23,0
Round of 32,Shapovalov D.,Berankis R.,L,185.0,20.4,R,175.0,29.2,1,11.0,62.0,False,False,2019,9,23,0
Round of 32,Busta P.,Albot R.,R,188.0,28.1,R,175.0,29.8,1,15.0,39.0,False,False,2019,9,23,0
Round of 32,Verdasco F.,Popyrin A.,L,188.0,35.8,R,196.0,20.1,1,26.0,87.0,False,False,2019,9,23,0
Round of 32,Garin C.,Edmund K.,R,185.0,23.3,R,188.0,24.7,1,18.0,14.0,False,False,2019,9,23,0
Round of 32,Bublik A.,Fritz T.,R,196.0,22.2,R,193.0,21.9,1,47.0,24.0,False,False,2019,9,23,0
Round of 32,Thompson J.,Pospisil V.,R,183.0,25.4,R,193.0,29.2,1,43.0,68.0,False,False,2019,9,23,0
Round of 32,Evans D.,Bai Y.,R,175.0,29.3,R,185.0,30.3,1,28.0,222.0,False,False,2019,9,23,0
Round of 32,Lajovic D.,Londero J.,R,180.0,29.2,R,180.0,26.1,1,23.0,50.0,False,False,2019,9,23,0
Round of 32,Harris L.,Fucsovics M.,R,193.0,22.5,R,188.0,27.6,1,72.0,31.0,False,False,2019,9,23,0
Round of 32,Sousa J.,Chung H.,R,185.0,30.4,R,188.0,23.3,1,35.0,21.0,False,False,2019,9,23,0
The Final,Minaur A.,Mannarino A.,R,183.0,20.5,L,183.0,31.2,1,18.0,22.0,False,False,2019,9,23,0
Semifinals,Mannarino A.,Ramos A.,L,183.0,31.2,L,188.0,31.6,1,22.0,41.0,False,False,2019,9,23,0
Semifinals,Minaur A.,Agut R.,R,183.0,20.5,R,183.0,31.4,1,18.0,9.0,False,False,2019,9,23,0
Quarterfinals,Mannarino A.,Dzumhur D.,L,183.0,31.2,R,172.0,27.3,1,22.0,23.0,False,False,2019,9,23,0
Quarterfinals,Ramos A.,Monfils G.,L,188.0,31.6,R,193.0,33.0,1,41.0,6.0,False,False,2019,9,23,0
Quarterfinals,Minaur A.,Coric B.,R,183.0,20.5,R,188.0,22.8,1,18.0,12.0,False,False,2019,9,23,0
Quarterfinals,Agut R.,Seppi A.,R,183.0,31.4,R,190.0,35.5,1,9.0,35.0,False,False,2019,9,23,0
Round of 16,Mannarino A.,Tsitsipas S.,L,183.0,31.2,R,193.0,21.1,1,22.0,5.0,False,False,2019,9,23,0
Round of 16,Dzumhur D.,Kwon S.,R,172.0,27.3,R,180.0,21.8,1,23.0,73.0,False,False,2019,9,23,0
Round of 16,Monfils G.,Norrie C.,R,193.0,33.0,L,188.0,24.0,1,6.0,41.0,False,False,2019,9,23,0
Round of 16,Ramos A.,Kecmanovic M.,L,188.0,31.6,R,183.0,20.0,1,41.0,39.0,False,False,2019,9,23,0
Round of 16,Minaur A.,Murray A.,R,183.0,20.5,R,190.0,32.3,1,18.0,1.0,False,False,2019,9,23,0
Round of 16,Coric B.,Wu D.,R,188.0,22.8,R,175.0,28.0,1,12.0,220.0,False,True,2019,9,23,0
Round of 16,Seppi A.,Zhang Z.,R,190.0,35.5,R,193.0,22.9,1,35.0,179.0,False,True,2019,9,23,0
Round of 16,Agut R.,Andujar P.,R,183.0,31.4,R,180.0,33.6,1,9.0,51.0,False,False,2019,9,23,0
Round of 32,Mannarino A.,Zhang Z.,L,183.0,31.2,R,188.0,29.2,1,22.0,179.0,False,True,2019,9,23,0
Round of 32,Dzumhur D.,Cecchinato M.,R,172.0,27.3,R,185.0,26.9,1,23.0,16.0,False,False,2019,9,23,0
Round of 32,Kwon S.,Pouille L.,R,180.0,21.8,R,185.0,25.5,1,73.0,11.0,False,False,2019,9,23,0
Round of 32,Norrie C.,Gojowczyk P.,L,188.0,24.0,R,185.0,30.1,1,41.0,43.0,False,False,2019,9,23,0
Round of 32,Kecmanovic M.,Ruud C.,R,183.0,20.0,R,183.0,20.7,1,39.0,25.0,False,False,2019,9,23,0
Round of 32,Ramos A.,Nishioka Y.,L,188.0,31.6,L,170.0,23.9,1,41.0,48.0,False,False,2019,9,23,0
Round of 32,Minaur A.,Millman J.,R,183.0,20.5,R,183.0,30.2,1,18.0,33.0,False,False,2019,9,23,0
Round of 32,Murray A.,Sandgren T.,R,190.0,32.3,R,188.0,28.1,1,1.0,41.0,False,False,2019,9,23,0
Round of 32,Wu D.,Ito T.,R,175.0,28.0,R,180.0,31.3,1,220.0,141.0,True,False,2019,9,23,0
Round of 32,Seppi A.,Kyrgios N.,R,190.0,35.5,R,193.0,24.4,1,35.0,13.0,False,False,2019,9,23,0
Round of 32,Zhang Z.,Koepfer D.,R,193.0,22.9,L,180.0,25.4,1,179.0,61.0,True,False,2019,9,23,0
Round of 32,Andujar P.,Johnson S.,R,180.0,33.6,R,188.0,29.7,1,51.0,25.0,False,False,2019,9,23,0
The Final,Thiem D.,Tsitsipas S.,R,185.0,26.0,R,193.0,21.1,1,3.0,5.0,False,False,2019,9,30,0
Semifinals,Thiem D.,Khachanov K.,R,185.0,26.0,R,198.0,23.3,1,3.0,8.0,False,False,2019,9,30,0
Semifinals,Tsitsipas S.,Zverev A.,R,193.0,21.1,R,198.0,22.4,1,5.0,3.0,False,False,2019,9,30,0
Quarterfinals,Thiem D.,Murray A.,R,185.0,26.0,R,190.0,32.3,1,3.0,1.0,False,False,2019,9,30,0
Quarterfinals,Khachanov K.,Fognini F.,R,198.0,23.3,R,178.0,32.3,1,8.0,9.0,False,False,2019,9,30,0
Quarterfinals,Tsitsipas S.,Isner J.,R,193.0,21.1,R,206.0,34.4,1,5.0,9.0,False,False,2019,9,30,0
Quarterfinals,Zverev A.,Querrey S.,R,198.0,22.4,R,198.0,31.9,1,3.0,11.0,False,False,2019,9,30,0
Round of 16,Thiem D.,Zhang Z.,R,185.0,26.0,R,193.0,22.9,1,3.0,179.0,False,True,2019,9,30,0
Round of 16,Murray A.,Norrie C.,R,190.0,32.3,L,188.0,24.1,1,1.0,41.0,False,False,2019,9,30,0
Round of 16,Khachanov K.,Chardy J.,R,198.0,23.3,R,188.0,32.6,1,8.0,35.0,False,False,2019,9,30,0
Round of 16,Fognini F.,Rublev A.,R,178.0,32.3,R,188.0,21.9,1,9.0,8.0,False,False,2019,9,30,0
Round of 16,Isner J.,Evans D.,R,206.0,34.4,R,175.0,29.3,1,9.0,28.0,False,False,2019,9,30,0
Round of 16,Tsitsipas S.,Basilashvili N.,R,193.0,21.1,R,185.0,27.6,1,5.0,16.0,False,False,2019,9,30,0
Round of 16,Querrey S.,Schwartzman D.,R,198.0,31.9,R,170.0,27.1,1,11.0,9.0,False,False,2019,9,30,0
Round of 16,Zverev A.,Aliassime F.,R,198.0,22.4,R,193.0,19.1,1,3.0,18.0,False,False,2019,9,30,0
Round of 32,Thiem D.,Gasquet R.,R,185.0,26.0,R,185.0,33.2,1,3.0,18.0,False,False,2019,9,30,0
Round of 32,Zhang Z.,Edmund K.,R,193.0,22.9,R,188.0,24.7,1,179.0,14.0,True,False,2019,9,30,0
Round of 32,Norrie C.,Garin C.,L,188.0,24.1,R,185.0,23.3,1,41.0,18.0,False,False,2019,9,30,0
Round of 32,Murray A.,Berrettini M.,R,190.0,32.3,R,196.0,23.4,1,1.0,8.0,False,False,2019,9,30,0
Round of 32,Khachanov K.,Cuevas P.,R,198.0,23.3,R,180.0,33.7,1,8.0,22.0,False,False,2019,9,30,0
Round of 32,Chardy J.,Cecchinato M.,R,188.0,32.6,R,185.0,26.9,1,35.0,16.0,False,False,2019,9,30,0
Round of 32,Rublev A.,Dimitrov G.,R,188.0,21.9,R,188.0,28.3,1,8.0,3.0,False,False,2019,9,30,0
Round of 32,Fognini F.,Kukushkin M.,R,178.0,32.3,R,183.0,31.7,1,9.0,40.0,False,False,2019,9,30,0
Round of 32,Isner J.,Monfils G.,R,206.0,34.4,R,193.0,33.0,1,9.0,6.0,False,False,2019,9,30,0
Round of 32,Evans D.,Li Z.,R,175.0,29.3,R,185.0,33.0,1,28.0,210.0,False,True,2019,9,30,0
Round of 32,Basilashvili N.,Pella G.,R,185.0,27.6,L,185.0,29.3,1,16.0,20.0,False,False,2019,9,30,0
Round of 32,Tsitsipas S.,Lajovic D.,R,193.0,21.1,R,180.0,29.2,1,5.0,23.0,False,False,2019,9,30,0
Round of 32,Querrey S.,Agut R.,R,198.0,31.9,R,183.0,31.4,1,11.0,9.0,False,False,2019,9,30,0
Round of 32,Schwartzman D.,Verdasco F.,R,170.0,27.1,L,188.0,35.8,1,9.0,26.0,False,False,2019,9,30,0
Round of 32,Aliassime F.,Ramos A.,R,193.0,19.1,L,188.0,31.7,1,18.0,41.0,False,False,2019,9,30,0
Round of 32,Zverev A.,Tiafoe F.,R,198.0,22.4,R,188.0,21.6,1,3.0,29.0,False,False,2019,9,30,0
The Final,Djokovic N.,Millman J.,R,188.0,32.3,R,183.0,30.2,1,1.0,33.0,False,False,2019,9,30,0
Semifinals,Djokovic N.,Goffin D.,R,188.0,32.3,R,180.0,28.8,1,1.0,7.0,False,False,2019,9,30,0
Semifinals,Millman J.,Opelka R.,R,183.0,30.2,R,211.0,22.0,1,33.0,33.0,False,False,2019,9,30,0
Quarterfinals,Djokovic N.,Pouille L.,R,188.0,32.3,R,185.0,25.5,1,1.0,11.0,False,False,2019,9,30,0
Quarterfinals,Goffin D.,Chung H.,R,180.0,28.8,R,188.0,23.3,1,7.0,21.0,False,False,2019,9,30,0
Quarterfinals,Opelka R.,Uchiyama Y.,R,211.0,22.0,R,183.0,27.1,1,33.0,81.0,False,True,2019,9,30,0
Quarterfinals,Millman J.,Daniel T.,R,183.0,30.2,R,191.0,26.6,1,33.0,69.0,False,True,2019,9,30,0
Round of 16,Djokovic N.,Soeda G.,R,188.0,32.3,R,178.0,35.0,1,1.0,112.0,False,True,2019,9,30,0
Round of 16,Pouille L.,Nishioka Y.,R,185.0,25.5,L,170.0,24.0,1,11.0,48.0,False,True,2019,9,30,0
Round of 16,Goffin D.,Shapovalov D.,R,180.0,28.8,L,185.0,20.4,1,7.0,11.0,False,False,2019,9,30,0
Round of 16,Chung H.,Cilic M.,R,188.0,23.3,R,198.0,31.0,1,21.0,3.0,False,False,2019,9,30,0
Round of 16,Opelka R.,Simon G.,R,211.0,22.0,R,183.0,34.7,1,33.0,23.0,False,False,2019,9,30,0
Round of 16,Uchiyama Y.,Albot R.,R,183.0,27.1,R,175.0,29.8,1,81.0,39.0,True,False,2019,9,30,0
Round of 16,Millman J.,Harris L.,R,183.0,30.2,R,193.0,22.5,1,33.0,72.0,False,False,2019,9,30,0
Round of 16,Daniel T.,Thompson J.,R,191.0,26.6,R,183.0,25.4,1,69.0,43.0,True,False,2019,9,30,0
Round of 32,Djokovic N.,Popyrin A.,R,188.0,32.3,R,196.0,20.1,1,1.0,87.0,False,False,2019,9,30,0
Round of 32,Soeda G.,Struff J.,R,178.0,35.0,R,193.0,29.4,1,112.0,29.0,True,False,2019,9,30,0
Round of 32,Nishioka Y.,Sousa J.,L,170.0,24.0,R,185.0,30.5,1,48.0,35.0,True,False,2019,9,30,0
Round of 32,Pouille L.,Hurkacz H.,R,185.0,25.5,R,196.0,22.6,1,11.0,29.0,False,False,2019,9,30,0
Round of 32,Goffin D.,Busta P.,R,180.0,28.8,R,188.0,28.2,1,7.0,15.0,False,False,2019,9,30,0
Round of 32,Shapovalov D.,Kecmanovic M.,L,185.0,20.4,R,183.0,20.0,1,11.0,39.0,False,False,2019,9,30,0
Round of 32,Chung H.,Sonego L.,R,188.0,23.3,R,191.0,24.3,1,21.0,32.0,False,False,2019,9,30,0
Round of 32,Cilic M.,Sugita Y.,R,198.0,31.0,R,173.0,31.0,1,3.0,36.0,False,True,2019,9,30,0
Round of 32,Opelka R.,Fritz T.,R,211.0,22.0,R,193.0,21.9,1,33.0,24.0,False,False,2019,9,30,0
Round of 32,Simon G.,Andujar P.,R,183.0,34.7,R,180.0,33.6,1,23.0,51.0,False,False,2019,9,30,0
Round of 32,Albot R.,Krajinovic F.,R,175.0,29.8,R,185.0,27.5,1,39.0,26.0,False,False,2019,9,30,0
Round of 32,Uchiyama Y.,Paire B.,R,183.0,27.1,R,196.0,30.3,1,81.0,19.0,True,False,2019,9,30,0
Round of 32,Harris L.,Minaur A.,R,193.0,22.5,R,183.0,20.6,1,72.0,18.0,False,False,2019,9,30,0
Round of 32,Millman J.,Mannarino A.,R,183.0,30.2,L,183.0,31.2,1,33.0,22.0,False,False,2019,9,30,0
Round of 32,Thompson J.,Londero J.,R,183.0,25.4,R,180.0,26.1,1,43.0,50.0,False,False,2019,9,30,0
Round of 32,Daniel T.,Coric B.,R,191.0,26.6,R,188.0,22.8,1,69.0,12.0,True,False,2019,9,30,0
The Final,Medvedev D.,Zverev A.,R,198.0,23.6,R,198.0,22.4,1,4.0,3.0,False,False,2019,10,7,0
Semifinals,Medvedev D.,Tsitsipas S.,R,198.0,23.6,R,193.0,21.1,1,4.0,5.0,False,False,2019,10,7,0
Semifinals,Zverev A.,Berrettini M.,R,198.0,22.4,R,196.0,23.4,1,3.0,8.0,False,False,2019,10,7,0
Quarterfinals,Tsitsipas S.,Djokovic N.,R,193.0,21.1,R,188.0,32.3,1,5.0,1.0,False,False,2019,10,7,0
Quarterfinals,Medvedev D.,Fognini F.,R,198.0,23.6,R,178.0,32.3,1,4.0,9.0,False,False,2019,10,7,0
Quarterfinals,Berrettini M.,Thiem D.,R,196.0,23.4,R,185.0,26.0,1,8.0,3.0,False,False,2019,10,7,0
Quarterfinals,Zverev A.,Federer R.,R,198.0,22.4,R,185.0,38.1,1,3.0,1.0,False,False,2019,10,7,0
Round of 16,Djokovic N.,Isner J.,R,188.0,32.3,R,206.0,34.4,1,1.0,9.0,False,False,2019,10,7,0
Round of 16,Tsitsipas S.,Hurkacz H.,R,193.0,21.1,R,196.0,22.6,1,5.0,29.0,False,False,2019,10,7,0
Round of 16,Medvedev D.,Pospisil V.,R,198.0,23.6,R,193.0,29.2,1,4.0,68.0,False,False,2019,10,7,0
Round of 16,Fognini F.,Khachanov K.,R,178.0,32.3,R,198.0,23.3,1,9.0,8.0,False,False,2019,10,7,0
Round of 16,Berrettini M.,Agut R.,R,196.0,23.4,R,183.0,31.4,1,8.0,9.0,False,False,2019,10,7,0
Round of 16,Thiem D.,Basilashvili N.,R,185.0,26.0,R,185.0,27.6,1,3.0,16.0,False,False,2019,10,7,0
Round of 16,Zverev A.,Rublev A.,R,198.0,22.4,R,188.0,21.9,1,3.0,8.0,False,False,2019,10,7,0
Round of 16,Federer R.,Goffin D.,R,185.0,38.1,R,180.0,28.8,1,1.0,7.0,False,False,2019,10,7,0
Round of 32,Djokovic N.,Shapovalov D.,R,188.0,32.3,L,185.0,20.4,1,1.0,11.0,False,False,2019,10,7,0
Round of 32,Isner J.,Pouille L.,R,206.0,34.4,R,185.0,25.6,1,9.0,11.0,False,False,2019,10,7,0
Round of 32,Hurkacz H.,Monfils G.,R,196.0,22.6,R,193.0,33.0,1,29.0,6.0,False,False,2019,10,7,0
Round of 32,Tsitsipas S.,Aliassime F.,R,193.0,21.1,R,193.0,19.1,1,5.0,18.0,False,False,2019,10,7,0
Round of 32,Medvedev D.,Norrie C.,R,198.0,23.6,L,188.0,24.1,1,4.0,41.0,False,False,2019,10,7,0
Round of 32,Pospisil V.,Sousa J.,R,193.0,29.2,R,185.0,30.5,1,68.0,35.0,False,False,2019,10,7,0
Round of 32,Fognini F.,Murray A.,R,178.0,32.3,R,190.0,32.3,1,9.0,1.0,False,False,2019,10,7,0
Round of 32,Khachanov K.,Fritz T.,R,198.0,23.3,R,193.0,21.9,1,8.0,24.0,False,False,2019,10,7,0
Round of 32,Agut R.,Opelka R.,R,183.0,31.4,R,211.0,22.1,1,9.0,33.0,False,False,2019,10,7,0
Round of 32,Berrettini M.,Garin C.,R,196.0,23.4,R,185.0,23.3,1,8.0,18.0,False,False,2019,10,7,0
Round of 32,Basilashvili N.,Paire B.,R,185.0,27.6,R,196.0,30.4,1,16.0,19.0,False,False,2019,10,7,0
Round of 32,Thiem D.,Busta P.,R,185.0,26.0,R,188.0,28.2,1,3.0,15.0,False,False,2019,10,7,0
Round of 32,Zverev A.,Chardy J.,R,198.0,22.4,R,188.0,32.6,1,3.0,35.0,False,False,2019,10,7,0
Round of 32,Rublev A.,Millman J.,R,188.0,21.9,R,183.0,30.3,1,8.0,33.0,False,False,2019,10,7,0
Round of 32,Goffin D.,Kukushkin M.,R,180.0,28.8,R,183.0,31.7,1,7.0,40.0,False,False,2019,10,7,0
Round of 32,Federer R.,Ramos A.,R,185.0,38.1,L,188.0,31.7,1,1.0,41.0,False,False,2019,10,7,0
Round of 64,Shapovalov D.,Tiafoe F.,L,185.0,20.4,R,188.0,21.7,1,11.0,29.0,False,False,2019,10,7,0
Round of 64,Pouille L.,Li Z.,R,185.0,25.6,R,185.0,33.0,1,11.0,210.0,False,True,2019,10,7,0
Round of 64,Isner J.,Minaur A.,R,206.0,34.4,R,183.0,20.6,1,9.0,18.0,False,False,2019,10,7,0
Round of 64,Monfils G.,Sonego L.,R,193.0,33.0,R,191.0,24.4,1,6.0,32.0,False,False,2019,10,7,0
Round of 64,Hurkacz H.,Zhang Z.,R,196.0,22.6,R,193.0,22.9,1,29.0,179.0,False,True,2019,10,7,0
Round of 64,Aliassime F.,Bublik A.,R,193.0,19.1,R,196.0,22.3,1,18.0,47.0,False,False,2019,10,7,0
Round of 64,Norrie C.,Simon G.,L,188.0,24.1,R,183.0,34.7,1,41.0,23.0,False,False,2019,10,7,0
Round of 64,Sousa J.,Krajinovic F.,R,185.0,30.5,R,185.0,27.6,1,35.0,26.0,False,False,2019,10,7,0
Round of 64,Pospisil V.,Schwartzman D.,R,193.0,29.2,R,170.0,27.1,1,68.0,9.0,False,False,2019,10,7,0
Round of 64,Fognini F.,Querrey S.,R,178.0,32.3,R,198.0,32.0,1,9.0,11.0,False,False,2019,10,7,0
Round of 64,Murray A.,Londero J.,R,190.0,32.3,R,180.0,26.1,1,1.0,50.0,False,False,2019,10,7,0
Round of 64,Fritz T.,Verdasco F.,R,193.0,21.9,L,188.0,35.8,1,24.0,26.0,False,False,2019,10,7,0
Round of 64,Opelka R.,Lajovic D.,R,211.0,22.1,R,180.0,29.2,1,33.0,23.0,False,False,2019,10,7,0
Round of 64,Garin C.,Cuevas P.,R,185.0,23.3,R,180.0,33.7,1,18.0,22.0,False,False,2019,10,7,0
Round of 64,Berrettini M.,Struff J.,R,196.0,23.4,R,193.0,29.4,1,8.0,29.0,False,False,2019,10,7,0
Round of 64,Basilashvili N.,Albot R.,R,185.0,27.6,R,175.0,29.9,1,16.0,39.0,False,False,2019,10,7,0
Round of 64,Paire B.,Cecchinato M.,R,196.0,30.4,R,185.0,27.0,1,19.0,16.0,False,False,2019,10,7,0
Round of 64,Busta P.,Zhang Z.,R,188.0,28.2,R,188.0,29.2,1,15.0,179.0,False,True,2019,10,7,0
Round of 64,Chardy J.,Edmund K.,R,188.0,32.6,R,188.0,24.7,1,35.0,14.0,False,False,2019,10,7,0
Round of 64,Millman J.,Pella G.,R,183.0,30.3,L,185.0,29.3,1,33.0,20.0,False,False,2019,10,7,0
Round of 64,Rublev A.,Coric B.,R,188.0,21.9,R,188.0,22.8,1,8.0,12.0,False,False,2019,10,7,0
Round of 64,Goffin D.,Gasquet R.,R,180.0,28.8,R,185.0,33.3,1,7.0,18.0,False,False,2019,10,7,0
Round of 64,Kukushkin M.,Kecmanovic M.,R,183.0,31.7,R,183.0,20.1,1,40.0,39.0,False,False,2019,10,7,0
Round of 64,Ramos A.,Cilic M.,L,188.0,31.7,R,198.0,31.0,1,41.0,3.0,False,False,2019,10,7,0
The Final,Murray A.,Wawrinka S.,R,190.0,32.4,R,183.0,34.5,1,1.0,3.0,False,False,2019,10,14,0
Semifinals,Wawrinka S.,Sinner J.,R,183.0,34.5,R,188.0,18.1,1,3.0,43.0,False,False,2019,10,14,0
Semifinals,Murray A.,Humbert U.,R,190.0,32.4,L,188.0,21.3,1,1.0,34.0,False,False,2019,10,14,0
Quarterfinals,Sinner J.,Tiafoe F.,R,188.0,18.1,R,188.0,21.7,1,43.0,29.0,False,False,2019,10,14,0
Quarterfinals,Wawrinka S.,Simon G.,R,183.0,34.5,R,183.0,34.7,1,3.0,23.0,False,False,2019,10,14,0
Quarterfinals,Murray A.,Copil M.,R,190.0,32.4,R,193.0,28.9,1,1.0,56.0,False,False,2019,10,14,0
Quarterfinals,Humbert U.,Pella G.,L,188.0,21.3,L,185.0,29.4,1,34.0,20.0,False,False,2019,10,14,0
Round of 16,Sinner J.,Monfils G.,R,188.0,18.1,R,193.0,33.1,1,43.0,6.0,False,False,2019,10,14,0
Round of 16,Tiafoe F.,Struff J.,R,188.0,21.7,R,193.0,29.4,1,29.0,29.0,False,False,2019,10,14,0
Round of 16,Wawrinka S.,Lopez F.,R,183.0,34.5,L,188.0,38.0,1,3.0,25.0,False,False,2019,10,14,0
Round of 16,Simon G.,Tsonga J.,R,183.0,34.7,R,188.0,34.4,1,23.0,29.0,False,False,2019,10,14,0
Round of 16,Murray A.,Cuevas P.,R,190.0,32.4,R,180.0,33.7,1,1.0,22.0,False,False,2019,10,14,0
Round of 16,Copil M.,Schwartzman D.,R,193.0,28.9,R,170.0,27.1,1,56.0,9.0,False,False,2019,10,14,0
Round of 16,Pella G.,Kwon S.,L,185.0,29.4,R,180.0,21.8,1,20.0,73.0,False,False,2019,10,14,0
Round of 16,Humbert U.,Goffin D.,L,188.0,21.3,R,180.0,28.8,1,34.0,7.0,False,True,2019,10,14,0
Round of 32,Sinner J.,Majchrzak K.,R,188.0,18.1,R,183.0,23.7,1,43.0,91.0,False,False,2019,10,14,0
Round of 32,Tiafoe F.,Maden Y.,R,188.0,21.7,R,185.0,29.9,1,29.0,109.0,False,False,2019,10,14,0
Round of 32,Struff J.,Barrere G.,R,193.0,29.4,R,183.0,25.6,1,29.0,82.0,False,False,2019,10,14,0
Round of 32,Lopez F.,Norrie C.,L,188.0,38.0,L,188.0,24.1,1,25.0,41.0,False,False,2019,10,14,0
Round of 32,Simon G.,Darcis S.,R,183.0,34.7,R,178.0,35.5,1,23.0,38.0,False,True,2019,10,14,0
Round of 32,Tsonga J.,Sonego L.,R,188.0,34.4,R,191.0,24.4,1,29.0,32.0,False,False,2019,10,14,0
Round of 32,Cuevas P.,Dellien H.,R,180.0,33.7,R,180.0,26.3,1,22.0,73.0,False,False,2019,10,14,0
Round of 32,Murray A.,Coppejans K.,R,190.0,32.4,R,180.0,25.6,1,1.0,154.0,False,True,2019,10,14,0
Round of 32,Copil M.,Delbonis F.,R,193.0,28.9,L,190.0,29.0,1,56.0,44.0,False,False,2019,10,14,0
Round of 32,Pella G.,Gojowczyk P.,L,185.0,29.4,R,185.0,30.2,1,20.0,43.0,False,False,2019,10,14,0
Round of 32,Kwon S.,Gasquet R.,R,180.0,21.8,R,185.0,33.3,1,73.0,18.0,False,False,2019,10,14,0
Round of 32,Humbert U.,Kovalik J.,L,188.0,21.3,R,183.0,26.9,1,34.0,82.0,False,False,2019,10,14,0
The Final,Rublev A.,Mannarino A.,R,188.0,21.9,L,183.0,31.2,1,8.0,22.0,True,False,2019,10,14,0
Semifinals,Rublev A.,Cilic M.,R,188.0,21.9,R,198.0,31.0,1,8.0,3.0,True,False,2019,10,14,0
Semifinals,Mannarino A.,Seppi A.,L,183.0,31.2,R,190.0,35.6,1,22.0,35.0,False,False,2019,10,14,0
Quarterfinals,Rublev A.,Milojevic N.,R,188.0,21.9,R,188.0,24.3,1,8.0,144.0,True,False,2019,10,14,0
Quarterfinals,Cilic M.,Chardy J.,R,198.0,31.0,R,188.0,32.6,1,3.0,35.0,False,False,2019,10,14,0
Quarterfinals,Mannarino A.,Lajovic D.,L,183.0,31.2,R,180.0,29.2,1,22.0,23.0,False,False,2019,10,14,0
Quarterfinals,Seppi A.,Khachanov K.,R,190.0,35.6,R,198.0,23.3,1,35.0,8.0,False,True,2019,10,14,0
Round of 16,Rublev A.,Gerasimov E.,R,188.0,21.9,R,196.0,26.9,1,8.0,68.0,True,False,2019,10,14,0
Round of 16,Cilic M.,Karlovic I.,R,198.0,31.0,R,208.0,40.6,1,3.0,20.0,False,False,2019,10,14,0
Round of 16,Chardy J.,Kecmanovic M.,R,188.0,32.6,R,183.0,20.1,1,35.0,39.0,False,False,2019,10,14,0
Round of 16,Mannarino A.,Kukushkin M.,L,183.0,31.2,R,183.0,31.8,1,22.0,40.0,False,False,2019,10,14,0
Round of 16,Lajovic D.,Rosol L.,R,180.0,29.2,R,196.0,34.2,1,23.0,140.0,False,False,2019,10,14,0
Round of 16,Seppi A.,Baena R.,R,190.0,35.6,R,183.0,26.5,1,35.0,72.0,False,False,2019,10,14,0
Round of 16,Khachanov K.,Kohlschreiber P.,R,198.0,23.3,R,178.0,35.9,1,8.0,22.0,True,False,2019,10,14,0
Round of 32,Gerasimov E.,Fabbiano T.,R,196.0,26.9,R,173.0,30.3,1,68.0,70.0,False,False,2019,10,14,0
Round of 32,Rublev A.,Bublik A.,R,188.0,21.9,R,196.0,22.3,1,8.0,47.0,True,False,2019,10,14,0
Round of 32,Karlovic I.,Bedene A.,R,208.0,40.6,R,181.0,30.2,1,20.0,43.0,False,False,2019,10,14,0
Round of 32,Chardy J.,Jarry N.,R,188.0,32.6,R,198.0,24.0,1,35.0,38.0,False,False,2019,10,14,0
Round of 32,Kecmanovic M.,Dubrivnyy A.,R,183.0,20.1,R,183.0,20.7,1,39.0,424.0,False,True,2019,10,14,0
Round of 32,Mannarino A.,Dzumhur D.,L,183.0,31.2,R,172.0,27.4,1,22.0,23.0,False,False,2019,10,14,0
Round of 32,Kukushkin M.,Donskoy E.,R,183.0,31.8,R,185.0,29.4,1,40.0,71.0,False,True,2019,10,14,0
Round of 32,Rosol L.,Londero J.,R,196.0,34.2,R,180.0,26.1,1,140.0,50.0,False,False,2019,10,14,0
Round of 32,Seppi A.,Garin C.,R,190.0,35.6,R,185.0,23.3,1,35.0,18.0,False,False,2019,10,14,0
